RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
Proposition 12 – State of Texas,Proposition 12 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 12 – State of Texas,Proposition 12 – State of Texas.3 - UNDER VOTES,UNDER VOTES,9191,Colin
Proposition 13 – State of Texas,Proposition 13 – State of Texas - For,For,23733,Colin
Proposition 13 – State of Texas,Proposition 13 – State of Texas.1 - Against,Against,40754,Colin
Proposition 13 – State of Texas,Proposition 13 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 13 – State of Texas,Proposition 13 – State of Texas.3 - UNDER VOTES,UNDER VOTES,3251,Colin
Proposition 14 – State of Texas,Proposition 14 – State of Texas - For,For,49702,Colin
Proposition 14 – State of Texas,Proposition 14 – State of Texas.1 - Against,Against,15452,Colin
Proposition 14 – State of Texas,Proposition 14 – State of Texas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition 14 – State of Texas,Proposition 14 – State of Texas.3 - UNDER VOTES,UNDER VOTES,2584,Colin
Proposition A – Collin County,Proposition A – Collin County - For,For,35245,Colin
Proposition A – Collin County,Proposition A – Collin County.1 - Against,Against,29655,Colin
Proposition A – Collin County,Proposition A – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – Collin County,Proposition A – Collin County.3 - UNDER VOTES,UNDER VOTES,2810,Colin
Proposition B – Collin County,Proposition B – Collin County - For,For,42701,Colin
Proposition B – Collin County,Proposition B – Collin County.1 - Against,Against,22563,Colin
Proposition B – Collin County,Proposition B – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – Collin County,Proposition B – Collin County.3 - UNDER VOTES,UNDER VOTES,2446,Colin
Proposition C – Collin County,Proposition C – Collin County - For,For,36413,Colin
Proposition C – Collin County,Proposition C – Collin County.1 - Against,Against,27907,Colin
Proposition C – Collin County,Proposition C – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – Collin County,Proposition C – Collin County.3 - UNDER VOTES,UNDER VOTES,3390,Colin
Proposition D – Collin County,Proposition D – Collin County - For,For,41156,Colin
Proposition D – Collin County,Proposition D – Collin County.1 - Against,Against,23765,Colin
Proposition D – Collin County,Proposition D – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – Collin County,Proposition D – Collin County.3 - UNDER VOTES,UNDER VOTES,2789,Colin
Proposition E – Collin County,Proposition E – Collin County - For,For,49011,Colin
Proposition E – Collin County,Proposition E – Collin County.1 - Against,Against,16434,Colin
Proposition E – Collin County,Proposition E – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – Collin County,Proposition E – Collin County.3 - UNDER VOTES,UNDER VOTES,2265,Colin
Proposition A – City of Allen,Proposition A – City of Allen - For,For,4646,Colin
Proposition A – City of Allen,Proposition A – City of Allen.1 - Against,Against,1276,Colin
Proposition A – City of Allen,Proposition A – City of Allen.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Allen,Proposition A – City of Allen.3 - UNDER VOTES,UNDER VOTES,91,Colin
Proposition B – City of Allen,Proposition B – City of Allen - For,For,3332,Colin
Proposition B – City of Allen,Proposition B – City of Allen.1 - Against,Against,2517,Colin
Proposition B – City of Allen,Proposition B – City of Allen.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Allen,Proposition B – City of Allen.3 - UNDER VOTES,UNDER VOTES,164,Colin
Proposition C – City of Allen,Proposition C – City of Allen - For,For,2584,Colin
Proposition C – City of Allen,Proposition C – City of Allen.1 - Against,Against,3249,Colin
Proposition C – City of Allen,Proposition C – City of Allen.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of Allen,Proposition C – City of Allen.3 - UNDER VOTES,UNDER VOTES,180,Colin
Proposition D – City of Allen,Proposition D – City of Allen - For,For,3682,Colin
Proposition D – City of Allen,Proposition D – City of Allen.1 - Against,Against,2198,Colin
Proposition D – City of Allen,Proposition D – City of Allen.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – City of Allen,Proposition D – City of Allen.3 - UNDER VOTES,UNDER VOTES,133,Colin
Proposition E – City of Allen,Proposition E – City of Allen - For,For,3858,Colin
Proposition E – City of Allen,Proposition E – City of Allen.1 - Against,Against,2053,Colin
Proposition E – City of Allen,Proposition E – City of Allen.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – City of Allen,Proposition E – City of Allen.3 - UNDER VOTES,UNDER VOTES,102,Colin
Alderman Place 1 – City of Josephine,Alderman Place 1 – City of Josephine - Doug Ewing,Doug Ewing,180,Colin
Alderman Place 1 – City of Josephine,Alderman Place 1 – City of Josephine.1 - OVER VOTES,OVER VOTES,0,Colin
Alderman Place 1 – City of Josephine,Alderman Place 1 – City of Josephine.2 - UNDER VOTES,UNDER VOTES,106,Colin
Alderman Place 2 – City of Josephine,Alderman Place 2 – City of Josephine - Jane Ridgway,Jane Ridgway,103,Colin
Alderman Place 2 – City of Josephine,Alderman Place 2 – City of Josephine.1 - Brad Ahlfinger,Brad Ahlfinger,147,Colin
Alderman Place 2 – City of Josephine,Alderman Place 2 – City of Josephine.2 - OVER VOTES,OVER VOTES,0,Colin
Alderman Place 2 – City of Josephine,Alderman Place 2 – City of Josephine.3 - UNDER VOTES,UNDER VOTES,36,Colin
Alderman Place 3 – City of Josephine,Alderman Place 3 – City of Josephine - Alex Esquivel,Alex Esquivel,169,Colin
Alderman Place 3 – City of Josephine,Alderman Place 3 – City of Josephine.1 - OVER VOTES,OVER VOTES,0,Colin
Alderman Place 3 – City of Josephine,Alderman Place 3 – City of Josephine.2 - UNDER VOTES,UNDER VOTES,117,Colin
Alderman Place 4 – City of Josephine,Alderman Place 4 – City of Josephine - Pamela Sardo,Pamela Sardo,81,Colin
Alderman Place 4 – City of Josephine,Alderman Place 4 – City of Josephine.1 - Chad Hawkins,Chad Hawkins,83,Colin
Alderman Place 4 – City of Josephine,Alderman Place 4 – City of Josephine.2 - Douglas E. Thomas,Douglas E. Thomas,79,Colin
Alderman Place 4 – City of Josephine,Alderman Place 4 – City of Josephine.3 - OVER VOTES,OVER VOTES,0,Colin
Alderman Place 4 – City of Josephine,Alderman Place 4 – City of Josephine.4 - UNDER VOTES,UNDER VOTES,43,Colin
Mayor – City of Lavon,Mayor – City of Lavon - Tyler West,Tyler West,81,Colin
Mayor – City of Lavon,Mayor – City of Lavon.1 - Vicki L. Sanson,Vicki L. Sanson,226,Colin
Mayor – City of Lavon,Mayor – City of Lavon.2 - Letty Harrison,Letty Harrison,27,Colin
Mayor – City of Lavon,Mayor – City of Lavon.3 - OVER VOTES,OVER VOTES,0,Colin
Mayor – City of Lavon,Mayor – City of Lavon.4 - UNDER VOTES,UNDER VOTES,23,Colin
"City Council, Place 2 – City of  Lavon","City Council, Place 2 – City of  Lavon - Mike Cook",Mike Cook,256,Colin
"City Council, Place 2 – City of  Lavon","City Council, Place 2 – City of  Lavon.1 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 2 – City of  Lavon","City Council, Place 2 – City of  Lavon.2 - UNDER VOTES",UNDER VOTES,101,Colin
"City Council, Place 4 – City of Lavon","City Council, Place 4 – City of Lavon - Ted Dill",Ted Dill,165,Colin
"City Council, Place 4 – City of Lavon","City Council, Place 4 – City of Lavon.1 - Tracy Filo",Tracy Filo,104,Colin
"City Council, Place 4 – City of Lavon","City Council, Place 4 – City of Lavon.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 4 – City of Lavon","City Council, Place 4 – City of Lavon.3 - UNDER VOTES",UNDER VOTES,88,Colin
Mayor,Mayor - City of Lowry Crossing - Bob Petitt,Bob Petitt,218,Colin
Mayor,Mayor - City of Lowry Crossing.1 - OVER VOTES,OVER VOTES,0,Colin
Mayor,Mayor - City of Lowry Crossing.2 - UNDER VOTES,UNDER VOTES,89,Colin
City Council Ward 1 – City of Lowry Crossing,City Council Ward 1 – City of Lowry Crossing - Scott Pitchure,Scott Pitchure,45,Colin
City Council Ward 1 – City of Lowry Crossing,City Council Ward 1 – City of Lowry Crossing.1 - Pat Kelly,Pat Kelly,32,Colin
City Council Ward 1 – City of Lowry Crossing,City Council Ward 1 – City of Lowry Crossing.2 - OVER VOTES,OVER VOTES,0,Colin
City Council Ward 1 – City of Lowry Crossing,City Council Ward 1 – City of Lowry Crossing.3 - UNDER VOTES,UNDER VOTES,14,Colin
City Council Ward 2 – City of Lowry Crossing,City Council Ward 2 – City of Lowry Crossing - Cynthia Sandlin,Cynthia Sandlin,65,Colin
City Council Ward 2 – City of Lowry Crossing,City Council Ward 2 – City of Lowry Crossing.1 - OVER VOTES,OVER VOTES,0,Colin
City Council Ward 2 – City of Lowry Crossing,City Council Ward 2 – City of Lowry Crossing.2 - UNDER VOTES,UNDER VOTES,21,Colin
City Council Ward 3 – City of Lowry Crossing,City Council Ward 3 – City of Lowry Crossing - Cindy Cash,Cindy Cash,83,Colin
City Council Ward 3 – City of Lowry Crossing,City Council Ward 3 – City of Lowry Crossing.1 - OVER VOTES,OVER VOTES,0,Colin
City Council Ward 3 – City of Lowry Crossing,City Council Ward 3 – City of Lowry Crossing.2 - UNDER VOTES,UNDER VOTES,47,Colin
Proposition A – City of Lowry Crossing,Proposition A – City of Lowry Crossing - For,For,259,Colin
Proposition A – City of Lowry Crossing,Proposition A – City of Lowry Crossing.1 - Against,Against,38,Colin
Proposition A – City of Lowry Crossing,Proposition A – City of Lowry Crossing.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Lowry Crossing,Proposition A – City of Lowry Crossing.3 - UNDER VOTES,UNDER VOTES,10,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa - FOR,FOR,461,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa.1 - AGAINST,AGAINST,131,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa.3 - UNDER VOTES,UNDER VOTES,28,Colin
Proposition B – City of Melissa,Proposition B – City of Melissa - FOR,FOR,454,Colin
Proposition B – City of Melissa,Proposition B – City of Melissa.1 - AGAINST,AGAINST,138,Colin
Proposition B – City of Melissa,Proposition B – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Melissa,Proposition B – City of Melissa.3 - UNDER VOTES,UNDER VOTES,28,Colin
Proposition C – City of Melissa,Proposition C – City of Melissa - FOR,FOR,514,Colin
Proposition C – City of Melissa,Proposition C – City of Melissa.1 - AGAINST,AGAINST,80,Colin
Proposition C – City of Melissa,Proposition C – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of Melissa,Proposition C – City of Melissa.3 - UNDER VOTES,UNDER VOTES,26,Colin
Proposition D – City of Melissa,Proposition D – City of Melissa - FOR,FOR,313,Colin
Proposition D – City of Melissa,Proposition D – City of Melissa.1 - AGAINST,AGAINST,273,Colin
Proposition D – City of Melissa,Proposition D – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – City of Melissa,Proposition D – City of Melissa.3 - UNDER VOTES,UNDER VOTES,34,Colin
Proposition E – City of Melissa,Proposition E – City of Melissa - FOR,FOR,401,Colin
Proposition E – City of Melissa,Proposition E – City of Melissa.1 - AGAINST,AGAINST,156,Colin
Proposition E – City of Melissa,Proposition E – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – City of Melissa,Proposition E – City of Melissa.3 - UNDER VOTES,UNDER VOTES,63,Colin
Proposition F – City of Melissa,Proposition F – City of Melissa - FOR,FOR,478,Colin
Proposition F – City of Melissa,Proposition F – City of Melissa.1 - AGAINST,AGAINST,107,Colin
Proposition F – City of Melissa,Proposition F – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition F – City of Melissa,Proposition F – City of Melissa.3 - UNDER VOTES,UNDER VOTES,35,Colin
Proposition G – City of Melissa,Proposition G – City of Melissa - FOR,FOR,524,Colin
Proposition G – City of Melissa,Proposition G – City of Melissa.1 - AGAINST,AGAINST,58,Colin
Proposition G – City of Melissa,Proposition G – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition G – City of Melissa,Proposition G – City of Melissa.3 - UNDER VOTES,UNDER VOTES,38,Colin
Proposition H – City of Melissa,Proposition H – City of Melissa - FOR,FOR,468,Colin
Proposition H – City of Melissa,Proposition H – City of Melissa.1 - AGAINST,AGAINST,117,Colin
Proposition H – City of Melissa,Proposition H – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition H – City of Melissa,Proposition H – City of Melissa.3 - UNDER VOTES,UNDER VOTES,35,Colin
Proposition I – City of Melissa,Proposition I – City of Melissa - FOR,FOR,507,Colin
Proposition I – City of Melissa,Proposition I – City of Melissa.1 - AGAINST,AGAINST,70,Colin
Proposition I – City of Melissa,Proposition I – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition I – City of Melissa,Proposition I – City of Melissa.3 - UNDER VOTES,UNDER VOTES,43,Colin
Proposition J – City of Melissa,Proposition J – City of Melissa - FOR,FOR,513,Colin
Proposition J – City of Melissa,Proposition J – City of Melissa.1 - AGAINST,AGAINST,69,Colin
Proposition J – City of Melissa,Proposition J – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition J – City of Melissa,Proposition J – City of Melissa.3 - UNDER VOTES,UNDER VOTES,38,Colin
Proposition K – City of Melissa,Proposition K – City of Melissa - FOR,FOR,364,Colin
Proposition K – City of Melissa,Proposition K – City of Melissa.1 - AGAINST,AGAINST,222,Colin
Proposition K – City of Melissa,Proposition K – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition K – City of Melissa,Proposition K – City of Melissa.3 - UNDER VOTES,UNDER VOTES,34,Colin
Proposition L – City of Melissa,Proposition L – City of Melissa - FOR,FOR,279,Colin
Proposition L – City of Melissa,Proposition L – City of Melissa.1 - AGAINST,AGAINST,298,Colin
Proposition L – City of Melissa,Proposition L – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition L – City of Melissa,Proposition L – City of Melissa.3 - UNDER VOTES,UNDER VOTES,43,Colin
Proposition M – City of Melissa,Proposition M – City of Melissa - FOR,FOR,527,Colin
Proposition M – City of Melissa,Proposition M – City of Melissa.1 - AGAINST,AGAINST,67,Colin
Proposition M – City of Melissa,Proposition M – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition M – City of Melissa,Proposition M – City of Melissa.3 - UNDER VOTES,UNDER VOTES,26,Colin
"City Council, Place 2 – City of Murphy","City Council, Place 2 – City of Murphy - Chi Egwuekwe",Chi Egwuekwe,547,Colin
"City Council, Place 2 – City of Murphy","City Council, Place 2 – City of Murphy.1 - W. Scott Smith",W. Scott Smith,709,Colin
"City Council, Place 2 – City of Murphy","City Council, Place 2 – City of Murphy.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 2 – City of Murphy","City Council, Place 2 – City of Murphy.3 - UNDER VOTES",UNDER VOTES,129,Colin
"Councilmember, Place 3 – City of Princeton","Councilmember, Place 3 – City of Princeton - Terrance J. Gilmore",Terrance J. Gilmore,330,Colin
"Councilmember, Place 3 – City of Princeton","Councilmember, Place 3 – City of Princeton.1 - Bryan Washington",Bryan Washington,543,Colin
"Councilmember, Place 3 – City of Princeton","Councilmember, Place 3 – City of Princeton.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 3 – City of Princeton","Councilmember, Place 3 – City of Princeton.3 - UNDER VOTES",UNDER VOTES,125,Colin
"Councilmember, Place 4 – City of Princeton","Councilmember, Place 4 – City of Princeton - Ryan Gerfers",Ryan Gerfers,604,Colin
"Councilmember, Place 4 – City of Princeton","Councilmember, Place 4 – City of Princeton.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 4 – City of Princeton","Councilmember, Place 4 – City of Princeton.2 - UNDER VOTES",UNDER VOTES,394,Colin
"Councilmember, Place 5 – City of Princeton","Councilmember, Place 5 – City of Princeton - Steven Deffibaugh",Steven Deffibaugh,596,Colin
"Councilmember, Place 5 – City of Princeton","Councilmember, Place 5 – City of Princeton.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 5 – City of Princeton","Councilmember, Place 5 – City of Princeton.2 - UNDER VOTES",UNDER VOTES,402,Colin
"Councilmember, Place 6 – City of Princeton","Councilmember, Place 6 – City of Princeton - Ben Long",Ben Long,521,Colin
"Councilmember, Place 6 – City of Princeton","Councilmember, Place 6 – City of Princeton.1 - Matthew Ickes",Matthew Ickes,184,Colin
"Councilmember, Place 6 – City of Princeton","Councilmember, Place 6 – City of Princeton.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 6 – City of Princeton","Councilmember, Place 6 – City of Princeton.3 - UNDER VOTES",UNDER VOTES,293,Colin
"Councilmember, Place 7 – City of Princeton","Councilmember, Place 7 – City of Princeton - Bruce Johnson",Bruce Johnson,321,Colin
"Councilmember, Place 7 – City of Princeton","Councilmember, Place 7 – City of Princeton.1 - Carolyn David-Graves",Carolyn David-Graves,481,Colin
"Councilmember, Place 7 – City of Princeton","Councilmember, Place 7 – City of Princeton.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 7 – City of Princeton","Councilmember, Place 7 – City of Princeton.3 - UNDER VOTES",UNDER VOTES,196,Colin
Proposition A – City of Princeton,Proposition A – City of Princeton - For,For,680,Colin
Proposition A – City of Princeton,Proposition A – City of Princeton.1 - Against,Against,272,Colin
Proposition A – City of Princeton,Proposition A – City of Princeton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Princeton,Proposition A – City of Princeton.3 - UNDER VOTES,UNDER VOTES,46,Colin
Proposition B – City of Princeton,Proposition B – City of Princeton - For,For,684,Colin
Proposition B – City of Princeton,Proposition B – City of Princeton.1 - Against,Against,276,Colin
Proposition B – City of Princeton,Proposition B – City of Princeton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Princeton,Proposition B – City of Princeton.3 - UNDER VOTES,UNDER VOTES,38,Colin
Proposition A – City of Weston,Proposition A – City of Weston - For,For,29,Colin
Proposition A – City of Weston,Proposition A – City of Weston.1 - Against,Against,39,Colin
Proposition A – City of Weston,Proposition A – City of Weston.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Weston,Proposition A – City of Weston.3 - UNDER VOTES,UNDER VOTES,1,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD - Starla Sharpe,Starla Sharpe,704,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.1 - Chad Jones,Chad Jones,598,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.2 - Cyndi Darland,Cyndi Darland,628,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.3 - Melissa Ait Belaid,Melissa Ait Belaid,322,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.4 - OVER VOTES,OVER VOTES,0,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.5 - UNDER VOTES,UNDER VOTES,1164,Colin
Proposition A – Prosper ISD,Proposition A – Prosper ISD - FOR,FOR,4333,Colin
Proposition A – Prosper ISD,Proposition A – Prosper ISD.1 - AGAINST,AGAINST,2159,Colin
Proposition A – Prosper ISD,Proposition A – Prosper ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – Prosper ISD,Proposition A – Prosper ISD.3 - UNDER VOTES,UNDER VOTES,78,Colin
Proposition B – Prosper ISD,Proposition B – Prosper ISD - FOR,FOR,4250,Colin
Proposition B – Prosper ISD,Proposition B – Prosper ISD.1 - AGAINST,AGAINST,2220,Colin
Proposition B – Prosper ISD,Proposition B – Prosper ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – Prosper ISD,Proposition B – Prosper ISD.3 - UNDER VOTES,UNDER VOTES,100,Colin
Proposition C – Prosper ISD,Proposition C – Prosper ISD - FOR,FOR,3018,Colin
Proposition C – Prosper ISD,Proposition C – Prosper ISD.1 - AGAINST,AGAINST,3449,Colin
Proposition C – Prosper ISD,Proposition C – Prosper ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – Prosper ISD,Proposition C – Prosper ISD.3 - UNDER VOTES,UNDER VOTES,103,Colin
Proposition D – Prosper ISD,Proposition D – Prosper ISD - FOR,FOR,3713,Colin
Proposition D – Prosper ISD,Proposition D – Prosper ISD.1 - AGAINST,AGAINST,2752,Colin
Proposition D – Prosper ISD,Proposition D – Prosper ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – Prosper ISD,Proposition D – Prosper ISD.3 - UNDER VOTES,UNDER VOTES,105,Colin
Proposition A – Wylie ISD,Proposition A – Wylie ISD - FOR,FOR,2149,Colin
Proposition A – Wylie ISD,Proposition A – Wylie ISD.1 - AGAINST,AGAINST,1757,Colin
Proposition A – Wylie ISD,Proposition A – Wylie ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – Wylie ISD,Proposition A – Wylie ISD.3 - UNDER VOTES,UNDER VOTES,104,Colin
Proposition A – Blue Meadow MUD No 2,Proposition A – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition A – Blue Meadow MUD No 2,Proposition A – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
Proposition A – Blue Meadow MUD No 2,Proposition A – Blue Meadow MUD No. 2.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – Blue Meadow MUD No 2,Proposition A – Blue Meadow MUD No. 2.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition B – Blue Meadow MUD No 2,Proposition B – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition B – Blue Meadow MUD No 2,Proposition B – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
Proposition B – Blue Meadow MUD No 2,Proposition B – Blue Meadow MUD No. 2.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – Blue Meadow MUD No 2,Proposition B – Blue Meadow MUD No. 2.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition C – Blue Meadow MUD No 2,Proposition C – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition C – Blue Meadow MUD No 2,Proposition C – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
Proposition C – Blue Meadow MUD No 2,Proposition C – Blue Meadow MUD No. 2.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – Blue Meadow MUD No 2,Proposition C – Blue Meadow MUD No. 2.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition D – Blue Meadow MUD No 2,Proposition D – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition D – Blue Meadow MUD No 2,Proposition D – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
Proposition D – Blue Meadow MUD No 2,Proposition D – Blue Meadow MUD No. 2.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – Blue Meadow MUD No 2,Proposition D – Blue Meadow MUD No. 2.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition E – Blue Meadow MUD No 2,Proposition E – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition E – Blue Meadow MUD No 2,Proposition E – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
