RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
Proposition 14 – State of Texas,Proposition 14 – State of Texas.3 - UNDER VOTES,UNDER VOTES,2311,Colin
Proposition A – Collin County,Proposition A – Collin County - For,For,30727,Colin
Proposition A – Collin County,Proposition A – Collin County.1 - Against,Against,25274,Colin
Proposition A – Collin County,Proposition A – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – Collin County,Proposition A – Collin County.3 - UNDER VOTES,UNDER VOTES,2472,Colin
Proposition B – Collin County,Proposition B – Collin County - For,For,36969,Colin
Proposition B – Collin County,Proposition B – Collin County.1 - Against,Against,19349,Colin
Proposition B – Collin County,Proposition B – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – Collin County,Proposition B – Collin County.3 - UNDER VOTES,UNDER VOTES,2155,Colin
Proposition C – Collin County,Proposition C – Collin County - For,For,31582,Colin
Proposition C – Collin County,Proposition C – Collin County.1 - Against,Against,23919,Colin
Proposition C – Collin County,Proposition C – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – Collin County,Proposition C – Collin County.3 - UNDER VOTES,UNDER VOTES,2972,Colin
Proposition D – Collin County,Proposition D – Collin County - For,For,35367,Colin
Proposition D – Collin County,Proposition D – Collin County.1 - Against,Against,20632,Colin
Proposition D – Collin County,Proposition D – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – Collin County,Proposition D – Collin County.3 - UNDER VOTES,UNDER VOTES,2474,Colin
Proposition E – Collin County,Proposition E – Collin County - For,For,42462,Colin
Proposition E – Collin County,Proposition E – Collin County.1 - Against,Against,14020,Colin
Proposition E – Collin County,Proposition E – Collin County.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – Collin County,Proposition E – Collin County.3 - UNDER VOTES,UNDER VOTES,1991,Colin
Proposition A – City of Allen,Proposition A – City of Allen - For,For,4547,Colin
Proposition A – City of Allen,Proposition A – City of Allen.1 - Against,Against,1254,Colin
Proposition A – City of Allen,Proposition A – City of Allen.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Allen,Proposition A – City of Allen.3 - UNDER VOTES,UNDER VOTES,87,Colin
Proposition B – City of Allen,Proposition B – City of Allen - For,For,3272,Colin
Proposition B – City of Allen,Proposition B – City of Allen.1 - Against,Against,2459,Colin
Proposition B – City of Allen,Proposition B – City of Allen.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Allen,Proposition B – City of Allen.3 - UNDER VOTES,UNDER VOTES,157,Colin
Proposition C – City of Allen,Proposition C – City of Allen - For,For,2529,Colin
Proposition C – City of Allen,Proposition C – City of Allen.1 - Against,Against,3188,Colin
Proposition C – City of Allen,Proposition C – City of Allen.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of Allen,Proposition C – City of Allen.3 - UNDER VOTES,UNDER VOTES,171,Colin
Proposition D – City of Allen,Proposition D – City of Allen - For,For,3611,Colin
Proposition D – City of Allen,Proposition D – City of Allen.1 - Against,Against,2154,Colin
Proposition D – City of Allen,Proposition D – City of Allen.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – City of Allen,Proposition D – City of Allen.3 - UNDER VOTES,UNDER VOTES,123,Colin
Proposition E – City of Allen,Proposition E – City of Allen - For,For,3801,Colin
Proposition E – City of Allen,Proposition E – City of Allen.1 - Against,Against,1991,Colin
Proposition E – City of Allen,Proposition E – City of Allen.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – City of Allen,Proposition E – City of Allen.3 - UNDER VOTES,UNDER VOTES,96,Colin
Alderman Place 1 – City of Josephine,Alderman Place 1 – City of Josephine - Doug Ewing,Doug Ewing,179,Colin
Alderman Place 1 – City of Josephine,Alderman Place 1 – City of Josephine.1 - OVER VOTES,OVER VOTES,0,Colin
Alderman Place 1 – City of Josephine,Alderman Place 1 – City of Josephine.2 - UNDER VOTES,UNDER VOTES,106,Colin
Alderman Place 2 – City of Josephine,Alderman Place 2 – City of Josephine - Jane Ridgway,Jane Ridgway,103,Colin
Alderman Place 2 – City of Josephine,Alderman Place 2 – City of Josephine.1 - Brad Ahlfinger,Brad Ahlfinger,146,Colin
Alderman Place 2 – City of Josephine,Alderman Place 2 – City of Josephine.2 - OVER VOTES,OVER VOTES,0,Colin
Alderman Place 2 – City of Josephine,Alderman Place 2 – City of Josephine.3 - UNDER VOTES,UNDER VOTES,36,Colin
Alderman Place 3 – City of Josephine,Alderman Place 3 – City of Josephine - Alex Esquivel,Alex Esquivel,168,Colin
Alderman Place 3 – City of Josephine,Alderman Place 3 – City of Josephine.1 - OVER VOTES,OVER VOTES,0,Colin
Alderman Place 3 – City of Josephine,Alderman Place 3 – City of Josephine.2 - UNDER VOTES,UNDER VOTES,117,Colin
Alderman Place 4 – City of Josephine,Alderman Place 4 – City of Josephine - Pamela Sardo,Pamela Sardo,81,Colin
Alderman Place 4 – City of Josephine,Alderman Place 4 – City of Josephine.1 - Chad Hawkins,Chad Hawkins,83,Colin
Alderman Place 4 – City of Josephine,Alderman Place 4 – City of Josephine.2 - Douglas E. Thomas,Douglas E. Thomas,78,Colin
Alderman Place 4 – City of Josephine,Alderman Place 4 – City of Josephine.3 - OVER VOTES,OVER VOTES,0,Colin
Alderman Place 4 – City of Josephine,Alderman Place 4 – City of Josephine.4 - UNDER VOTES,UNDER VOTES,43,Colin
Mayor – City of Lavon,Mayor – City of Lavon - Tyler West,Tyler West,81,Colin
Mayor – City of Lavon,Mayor – City of Lavon.1 - Vicki L. Sanson,Vicki L. Sanson,225,Colin
Mayor – City of Lavon,Mayor – City of Lavon.2 - Letty Harrison,Letty Harrison,26,Colin
Mayor – City of Lavon,Mayor – City of Lavon.3 - OVER VOTES,OVER VOTES,0,Colin
Mayor – City of Lavon,Mayor – City of Lavon.4 - UNDER VOTES,UNDER VOTES,22,Colin
"City Council, Place 2 – City of  Lavon","City Council, Place 2 – City of  Lavon - Mike Cook",Mike Cook,255,Colin
"City Council, Place 2 – City of  Lavon","City Council, Place 2 – City of  Lavon.1 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 2 – City of  Lavon","City Council, Place 2 – City of  Lavon.2 - UNDER VOTES",UNDER VOTES,99,Colin
"City Council, Place 4 – City of Lavon","City Council, Place 4 – City of Lavon - Ted Dill",Ted Dill,164,Colin
"City Council, Place 4 – City of Lavon","City Council, Place 4 – City of Lavon.1 - Tracy Filo",Tracy Filo,103,Colin
"City Council, Place 4 – City of Lavon","City Council, Place 4 – City of Lavon.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 4 – City of Lavon","City Council, Place 4 – City of Lavon.3 - UNDER VOTES",UNDER VOTES,87,Colin
Mayor,Mayor - City of Lowry Crossing - Bob Petitt,Bob Petitt,217,Colin
Mayor,Mayor - City of Lowry Crossing.1 - OVER VOTES,OVER VOTES,0,Colin
Mayor,Mayor - City of Lowry Crossing.2 - UNDER VOTES,UNDER VOTES,87,Colin
City Council Ward 1 – City of Lowry Crossing,City Council Ward 1 – City of Lowry Crossing - Scott Pitchure,Scott Pitchure,45,Colin
City Council Ward 1 – City of Lowry Crossing,City Council Ward 1 – City of Lowry Crossing.1 - Pat Kelly,Pat Kelly,32,Colin
City Council Ward 1 – City of Lowry Crossing,City Council Ward 1 – City of Lowry Crossing.2 - OVER VOTES,OVER VOTES,0,Colin
City Council Ward 1 – City of Lowry Crossing,City Council Ward 1 – City of Lowry Crossing.3 - UNDER VOTES,UNDER VOTES,14,Colin
City Council Ward 2 – City of Lowry Crossing,City Council Ward 2 – City of Lowry Crossing - Cynthia Sandlin,Cynthia Sandlin,65,Colin
City Council Ward 2 – City of Lowry Crossing,City Council Ward 2 – City of Lowry Crossing.1 - OVER VOTES,OVER VOTES,0,Colin
City Council Ward 2 – City of Lowry Crossing,City Council Ward 2 – City of Lowry Crossing.2 - UNDER VOTES,UNDER VOTES,20,Colin
City Council Ward 3 – City of Lowry Crossing,City Council Ward 3 – City of Lowry Crossing - Cindy Cash,Cindy Cash,82,Colin
City Council Ward 3 – City of Lowry Crossing,City Council Ward 3 – City of Lowry Crossing.1 - OVER VOTES,OVER VOTES,0,Colin
City Council Ward 3 – City of Lowry Crossing,City Council Ward 3 – City of Lowry Crossing.2 - UNDER VOTES,UNDER VOTES,46,Colin
Proposition A – City of Lowry Crossing,Proposition A – City of Lowry Crossing - For,For,257,Colin
Proposition A – City of Lowry Crossing,Proposition A – City of Lowry Crossing.1 - Against,Against,38,Colin
Proposition A – City of Lowry Crossing,Proposition A – City of Lowry Crossing.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Lowry Crossing,Proposition A – City of Lowry Crossing.3 - UNDER VOTES,UNDER VOTES,9,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa - FOR,FOR,449,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa.1 - AGAINST,AGAINST,122,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa.3 - UNDER VOTES,UNDER VOTES,28,Colin
Proposition B – City of Melissa,Proposition B – City of Melissa - FOR,FOR,436,Colin
Proposition B – City of Melissa,Proposition B – City of Melissa.1 - AGAINST,AGAINST,135,Colin
Proposition B – City of Melissa,Proposition B – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Melissa,Proposition B – City of Melissa.3 - UNDER VOTES,UNDER VOTES,28,Colin
Proposition C – City of Melissa,Proposition C – City of Melissa - FOR,FOR,494,Colin
Proposition C – City of Melissa,Proposition C – City of Melissa.1 - AGAINST,AGAINST,79,Colin
Proposition C – City of Melissa,Proposition C – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of Melissa,Proposition C – City of Melissa.3 - UNDER VOTES,UNDER VOTES,26,Colin
Proposition D – City of Melissa,Proposition D – City of Melissa - FOR,FOR,307,Colin
Proposition D – City of Melissa,Proposition D – City of Melissa.1 - AGAINST,AGAINST,261,Colin
Proposition D – City of Melissa,Proposition D – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – City of Melissa,Proposition D – City of Melissa.3 - UNDER VOTES,UNDER VOTES,31,Colin
Proposition E – City of Melissa,Proposition E – City of Melissa - FOR,FOR,387,Colin
Proposition E – City of Melissa,Proposition E – City of Melissa.1 - AGAINST,AGAINST,152,Colin
Proposition E – City of Melissa,Proposition E – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – City of Melissa,Proposition E – City of Melissa.3 - UNDER VOTES,UNDER VOTES,60,Colin
Proposition F – City of Melissa,Proposition F – City of Melissa - FOR,FOR,462,Colin
Proposition F – City of Melissa,Proposition F – City of Melissa.1 - AGAINST,AGAINST,104,Colin
Proposition F – City of Melissa,Proposition F – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition F – City of Melissa,Proposition F – City of Melissa.3 - UNDER VOTES,UNDER VOTES,33,Colin
Proposition G – City of Melissa,Proposition G – City of Melissa - FOR,FOR,507,Colin
Proposition G – City of Melissa,Proposition G – City of Melissa.1 - AGAINST,AGAINST,56,Colin
Proposition G – City of Melissa,Proposition G – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition G – City of Melissa,Proposition G – City of Melissa.3 - UNDER VOTES,UNDER VOTES,36,Colin
Proposition H – City of Melissa,Proposition H – City of Melissa - FOR,FOR,451,Colin
Proposition H – City of Melissa,Proposition H – City of Melissa.1 - AGAINST,AGAINST,115,Colin
Proposition H – City of Melissa,Proposition H – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition H – City of Melissa,Proposition H – City of Melissa.3 - UNDER VOTES,UNDER VOTES,33,Colin
Proposition I – City of Melissa,Proposition I – City of Melissa - FOR,FOR,490,Colin
Proposition I – City of Melissa,Proposition I – City of Melissa.1 - AGAINST,AGAINST,68,Colin
Proposition I – City of Melissa,Proposition I – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition I – City of Melissa,Proposition I – City of Melissa.3 - UNDER VOTES,UNDER VOTES,41,Colin
Proposition J – City of Melissa,Proposition J – City of Melissa - FOR,FOR,497,Colin
Proposition J – City of Melissa,Proposition J – City of Melissa.1 - AGAINST,AGAINST,66,Colin
Proposition J – City of Melissa,Proposition J – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition J – City of Melissa,Proposition J – City of Melissa.3 - UNDER VOTES,UNDER VOTES,36,Colin
Proposition K – City of Melissa,Proposition K – City of Melissa - FOR,FOR,352,Colin
Proposition K – City of Melissa,Proposition K – City of Melissa.1 - AGAINST,AGAINST,216,Colin
Proposition K – City of Melissa,Proposition K – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition K – City of Melissa,Proposition K – City of Melissa.3 - UNDER VOTES,UNDER VOTES,31,Colin
Proposition L – City of Melissa,Proposition L – City of Melissa - FOR,FOR,273,Colin
Proposition L – City of Melissa,Proposition L – City of Melissa.1 - AGAINST,AGAINST,285,Colin
Proposition L – City of Melissa,Proposition L – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition L – City of Melissa,Proposition L – City of Melissa.3 - UNDER VOTES,UNDER VOTES,41,Colin
Proposition M – City of Melissa,Proposition M – City of Melissa - FOR,FOR,509,Colin
Proposition M – City of Melissa,Proposition M – City of Melissa.1 - AGAINST,AGAINST,67,Colin
Proposition M – City of Melissa,Proposition M – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition M – City of Melissa,Proposition M – City of Melissa.3 - UNDER VOTES,UNDER VOTES,23,Colin
"City Council, Place 2 – City of Murphy","City Council, Place 2 – City of Murphy - Chi Egwuekwe",Chi Egwuekwe,539,Colin
"City Council, Place 2 – City of Murphy","City Council, Place 2 – City of Murphy.1 - W. Scott Smith",W. Scott Smith,703,Colin
"City Council, Place 2 – City of Murphy","City Council, Place 2 – City of Murphy.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 2 – City of Murphy","City Council, Place 2 – City of Murphy.3 - UNDER VOTES",UNDER VOTES,128,Colin
"Councilmember, Place 3 – City of Princeton","Councilmember, Place 3 – City of Princeton - Terrance J. Gilmore",Terrance J. Gilmore,323,Colin
"Councilmember, Place 3 – City of Princeton","Councilmember, Place 3 – City of Princeton.1 - Bryan Washington",Bryan Washington,524,Colin
"Councilmember, Place 3 – City of Princeton","Councilmember, Place 3 – City of Princeton.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 3 – City of Princeton","Councilmember, Place 3 – City of Princeton.3 - UNDER VOTES",UNDER VOTES,111,Colin
"Councilmember, Place 4 – City of Princeton","Councilmember, Place 4 – City of Princeton - Ryan Gerfers",Ryan Gerfers,586,Colin
"Councilmember, Place 4 – City of Princeton","Councilmember, Place 4 – City of Princeton.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 4 – City of Princeton","Councilmember, Place 4 – City of Princeton.2 - UNDER VOTES",UNDER VOTES,372,Colin
"Councilmember, Place 5 – City of Princeton","Councilmember, Place 5 – City of Princeton - Steven Deffibaugh",Steven Deffibaugh,580,Colin
"Councilmember, Place 5 – City of Princeton","Councilmember, Place 5 – City of Princeton.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 5 – City of Princeton","Councilmember, Place 5 – City of Princeton.2 - UNDER VOTES",UNDER VOTES,378,Colin
"Councilmember, Place 6 – City of Princeton","Councilmember, Place 6 – City of Princeton - Ben Long",Ben Long,502,Colin
"Councilmember, Place 6 – City of Princeton","Councilmember, Place 6 – City of Princeton.1 - Matthew Ickes",Matthew Ickes,177,Colin
"Councilmember, Place 6 – City of Princeton","Councilmember, Place 6 – City of Princeton.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 6 – City of Princeton","Councilmember, Place 6 – City of Princeton.3 - UNDER VOTES",UNDER VOTES,279,Colin
"Councilmember, Place 7 – City of Princeton","Councilmember, Place 7 – City of Princeton - Bruce Johnson",Bruce Johnson,312,Colin
"Councilmember, Place 7 – City of Princeton","Councilmember, Place 7 – City of Princeton.1 - Carolyn David-Graves",Carolyn David-Graves,466,Colin
"Councilmember, Place 7 – City of Princeton","Councilmember, Place 7 – City of Princeton.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 7 – City of Princeton","Councilmember, Place 7 – City of Princeton.3 - UNDER VOTES",UNDER VOTES,180,Colin
Proposition A – City of Princeton,Proposition A – City of Princeton - For,For,654,Colin
Proposition A – City of Princeton,Proposition A – City of Princeton.1 - Against,Against,259,Colin
Proposition A – City of Princeton,Proposition A – City of Princeton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Princeton,Proposition A – City of Princeton.3 - UNDER VOTES,UNDER VOTES,45,Colin
Proposition B – City of Princeton,Proposition B – City of Princeton - For,For,651,Colin
Proposition B – City of Princeton,Proposition B – City of Princeton.1 - Against,Against,269,Colin
Proposition B – City of Princeton,Proposition B – City of Princeton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Princeton,Proposition B – City of Princeton.3 - UNDER VOTES,UNDER VOTES,38,Colin
Proposition A – City of Weston,Proposition A – City of Weston - For,For,29,Colin
Proposition A – City of Weston,Proposition A – City of Weston.1 - Against,Against,38,Colin
Proposition A – City of Weston,Proposition A – City of Weston.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Weston,Proposition A – City of Weston.3 - UNDER VOTES,UNDER VOTES,1,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD - Starla Sharpe,Starla Sharpe,688,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.1 - Chad Jones,Chad Jones,589,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.2 - Cyndi Darland,Cyndi Darland,612,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.3 - Melissa Ait Belaid,Melissa Ait Belaid,310,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.4 - OVER VOTES,OVER VOTES,0,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.5 - UNDER VOTES,UNDER VOTES,1117,Colin
Proposition A – Prosper ISD,Proposition A – Prosper ISD - FOR,FOR,3870,Colin
Proposition A – Prosper ISD,Proposition A – Prosper ISD.1 - AGAINST,AGAINST,1750,Colin
Proposition A – Prosper ISD,Proposition A – Prosper ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – Prosper ISD,Proposition A – Prosper ISD.3 - UNDER VOTES,UNDER VOTES,68,Colin
Proposition B – Prosper ISD,Proposition B – Prosper ISD - FOR,FOR,3786,Colin
Proposition B – Prosper ISD,Proposition B – Prosper ISD.1 - AGAINST,AGAINST,1815,Colin
Proposition B – Prosper ISD,Proposition B – Prosper ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – Prosper ISD,Proposition B – Prosper ISD.3 - UNDER VOTES,UNDER VOTES,87,Colin
Proposition C – Prosper ISD,Proposition C – Prosper ISD - FOR,FOR,2722,Colin
Proposition C – Prosper ISD,Proposition C – Prosper ISD.1 - AGAINST,AGAINST,2876,Colin
Proposition C – Prosper ISD,Proposition C – Prosper ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – Prosper ISD,Proposition C – Prosper ISD.3 - UNDER VOTES,UNDER VOTES,90,Colin
Proposition D – Prosper ISD,Proposition D – Prosper ISD - FOR,FOR,3306,Colin
Proposition D – Prosper ISD,Proposition D – Prosper ISD.1 - AGAINST,AGAINST,2287,Colin
Proposition D – Prosper ISD,Proposition D – Prosper ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – Prosper ISD,Proposition D – Prosper ISD.3 - UNDER VOTES,UNDER VOTES,95,Colin
Proposition A – Wylie ISD,Proposition A – Wylie ISD - FOR,FOR,2133,Colin
Proposition A – Wylie ISD,Proposition A – Wylie ISD.1 - AGAINST,AGAINST,1727,Colin
Proposition A – Wylie ISD,Proposition A – Wylie ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – Wylie ISD,Proposition A – Wylie ISD.3 - UNDER VOTES,UNDER VOTES,102,Colin
Proposition A – Blue Meadow MUD No 2,Proposition A – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition A – Blue Meadow MUD No 2,Proposition A – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
Proposition A – Blue Meadow MUD No 2,Proposition A – Blue Meadow MUD No. 2.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – Blue Meadow MUD No 2,Proposition A – Blue Meadow MUD No. 2.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition B – Blue Meadow MUD No 2,Proposition B – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition B – Blue Meadow MUD No 2,Proposition B – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
Proposition B – Blue Meadow MUD No 2,Proposition B – Blue Meadow MUD No. 2.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – Blue Meadow MUD No 2,Proposition B – Blue Meadow MUD No. 2.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition C – Blue Meadow MUD No 2,Proposition C – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition C – Blue Meadow MUD No 2,Proposition C – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
Proposition C – Blue Meadow MUD No 2,Proposition C – Blue Meadow MUD No. 2.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – Blue Meadow MUD No 2,Proposition C – Blue Meadow MUD No. 2.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition D – Blue Meadow MUD No 2,Proposition D – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition D – Blue Meadow MUD No 2,Proposition D – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
Proposition D – Blue Meadow MUD No 2,Proposition D – Blue Meadow MUD No. 2.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – Blue Meadow MUD No 2,Proposition D – Blue Meadow MUD No. 2.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition E – Blue Meadow MUD No 2,Proposition E – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition E – Blue Meadow MUD No 2,Proposition E – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
