RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
"City Council, Place 2, Unexpired Term - City of Anna ","City Council, Place 2, Unexpired Term - City of Anna - Jody Bills",Jody Bills,592,Colin
"City Council, Place 2, Unexpired Term - City of Anna","City Council, Place 2, Unexpired Term - City of Anna.1 - LaMarr Dillingham",LaMarr Dillingham,101,Colin
"City Council, Place 2, Unexpired Term - City of Anna","City Council, Place 2, Unexpired Term - City of Anna.2 - Todd Engels",Todd Engels,360,Colin
"City Council, Place 2, Unexpired Term - City of Anna","City Council, Place 2, Unexpired Term - City of Anna.3 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 2, Unexpired Term - City of Anna","City Council, Place 2, Unexpired Term - City of Anna.4 - UNDER VOTES",UNDER VOTES,139,Colin
"City Council, Place 4, Unexpired Term - City of Anna ","City Council, Place 4, Unexpired Term - City of Anna - Tom Longmire",Tom Longmire,244,Colin
"City Council, Place 4, Unexpired Term - City of Anna","City Council, Place 4, Unexpired Term - City of Anna.1 - Kelly Herndon",Kelly Herndon,453,Colin
"City Council, Place 4, Unexpired Term - City of Anna","City Council, Place 4, Unexpired Term - City of Anna.2 - Bruce Norwood",Bruce Norwood,381,Colin
"City Council, Place 4, Unexpired Term - City of Anna","City Council, Place 4, Unexpired Term - City of Anna.3 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 4, Unexpired Term - City of Anna","City Council, Place 4, Unexpired Term - City of Anna.4 - UNDER VOTES",UNDER VOTES,114,Colin
"Member of Council, Place 1 - City of Carrollton ","Member of Council, Place 1 - City of Carrollton - Christopher Axberg",Christopher Axberg,0,Colin
"Member of Council, Place 1 - City of Carrollton","Member of Council, Place 1 - City of Carrollton.1 - Laura Vola",Laura Vola,2,Colin
"Member of Council, Place 1 - City of Carrollton","Member of Council, Place 1 - City of Carrollton.2 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 1 - City of Carrollton","Member of Council, Place 1 - City of Carrollton.3 - UNDER VOTES",UNDER VOTES,1,Colin
"Member of Council, Place 3 - City of Carrollton ","Member of Council, Place 3 - City of Carrollton - Richard Fleming",Richard Fleming,2,Colin
"Member of Council, Place 3 - City of Carrollton","Member of Council, Place 3 - City of Carrollton.1 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 3 - City of Carrollton","Member of Council, Place 3 - City of Carrollton.2 - UNDER VOTES",UNDER VOTES,1,Colin
"Member of Council, Place 5 - City of Carrollton ","Member of Council, Place 5 - City of Carrollton - Nancy Cline",Nancy Cline,2,Colin
"Member of Council, Place 5 - City of Carrollton","Member of Council, Place 5 - City of Carrollton.1 - Susan Thomas",Susan Thomas,0,Colin
"Member of Council, Place 5 - City of Carrollton","Member of Council, Place 5 - City of Carrollton.2 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 5 - City of Carrollton","Member of Council, Place 5 - City of Carrollton.3 - UNDER VOTES",UNDER VOTES,1,Colin
"Member of Council, Place 7 - City of Carrollton ","Member of Council, Place 7 - City of Carrollton - Simon Chamakala",Simon Chamakala,1,Colin
"Member of Council, Place 7 - City of Carrollton","Member of Council, Place 7 - City of Carrollton.1 - Rowena Watters",Rowena Watters,1,Colin
"Member of Council, Place 7 - City of Carrollton","Member of Council, Place 7 - City of Carrollton.2 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 7 - City of Carrollton","Member of Council, Place 7 - City of Carrollton.3 - UNDER VOTES",UNDER VOTES,1,Colin
Proposition A - City of Carrollton ,Proposition A - City of Carrollton - YES,YES,3,Colin
Proposition A - City of Carrollton,Proposition A - City of Carrollton.1 - NO,NO,0,Colin
Proposition A - City of Carrollton,Proposition A - City of Carrollton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A - City of Carrollton,Proposition A - City of Carrollton.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition B – City of Carrollton,Proposition B – City of Carrollton - YES,YES,2,Colin
Proposition B – City of Carrollton,Proposition B – City of Carrollton.1 - NO,NO,1,Colin
Proposition B – City of Carrollton,Proposition B – City of Carrollton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Carrollton,Proposition B – City of Carrollton.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition C – City of Carrollton,Proposition C – City of Carrollton - YES,YES,1,Colin
Proposition C – City of Carrollton,Proposition C – City of Carrollton.1 - NO,NO,2,Colin
Proposition C – City of Carrollton,Proposition C – City of Carrollton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of Carrollton,Proposition C – City of Carrollton.3 - UNDER VOTES,UNDER VOTES,0,Colin
"Councilmember, Place 2 - City of Celina ","Councilmember, Place 2 - City of Celina - David Hogue",David Hogue,469,Colin
"Councilmember, Place 2 - City of Celina","Councilmember, Place 2 - City of Celina.1 - Eddie Cawlfield",Eddie Cawlfield,1052,Colin
"Councilmember, Place 2 - City of Celina","Councilmember, Place 2 - City of Celina.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 2 - City of Celina","Councilmember, Place 2 - City of Celina.3 - UNDER VOTES",UNDER VOTES,82,Colin
"Councilmember, Place 3 - City of Celina ","Councilmember, Place 3 - City of Celina - Ghentry Pace",Ghentry Pace,424,Colin
"Councilmember, Place 3 - City of Celina","Councilmember, Place 3 - City of Celina.1 - Andy Hop Hopkins",Andy Hop Hopkins,1024,Colin
"Councilmember, Place 3 - City of Celina","Councilmember, Place 3 - City of Celina.2 - Julissa Casas Porcher",Julissa Casas Porcher,92,Colin
"Councilmember, Place 3 - City of Celina","Councilmember, Place 3 - City of Celina.3 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 3 - City of Celina","Councilmember, Place 3 - City of Celina.4 - UNDER VOTES",UNDER VOTES,63,Colin
Proposition A – City of Dallas,Proposition A – City of Dallas - For,For,1147,Colin
Proposition A – City of Dallas,Proposition A – City of Dallas.1 - Against,Against,200,Colin
Proposition A – City of Dallas,Proposition A – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Dallas,Proposition A – City of Dallas.3 - UNDER VOTES,UNDER VOTES,6,Colin
Proposition B – City of Dallas,Proposition B – City of Dallas - For,For,1019,Colin
Proposition B – City of Dallas,Proposition B – City of Dallas.1 - Against,Against,320,Colin
Proposition B – City of Dallas,Proposition B – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Dallas,Proposition B – City of Dallas.3 - UNDER VOTES,UNDER VOTES,14,Colin
Proposition C – City of Dallas,Proposition C – City of Dallas - For,For,596,Colin
Proposition C – City of Dallas,Proposition C – City of Dallas.1 - Against,Against,742,Colin
Proposition C – City of Dallas,Proposition C – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of Dallas,Proposition C – City of Dallas.3 - UNDER VOTES,UNDER VOTES,15,Colin
Proposition D – City of Dallas,Proposition D – City of Dallas - For,For,842,Colin
Proposition D – City of Dallas,Proposition D – City of Dallas.1 - Against,Against,459,Colin
Proposition D – City of Dallas,Proposition D – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – City of Dallas,Proposition D – City of Dallas.3 - UNDER VOTES,UNDER VOTES,52,Colin
Proposition E – City of Dallas,Proposition E – City of Dallas - For,For,721,Colin
Proposition E – City of Dallas,Proposition E – City of Dallas.1 - Against,Against,576,Colin
Proposition E – City of Dallas,Proposition E – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – City of Dallas,Proposition E – City of Dallas.3 - UNDER VOTES,UNDER VOTES,56,Colin
Proposition F – City of Dallas,Proposition F – City of Dallas - For,For,1088,Colin
Proposition F – City of Dallas,Proposition F – City of Dallas.1 - Against,Against,241,Colin
Proposition F – City of Dallas,Proposition F – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition F – City of Dallas,Proposition F – City of Dallas.3 - UNDER VOTES,UNDER VOTES,24,Colin
Proposition G – City of Dallas,Proposition G – City of Dallas - For,For,646,Colin
Proposition G – City of Dallas,Proposition G – City of Dallas.1 - Against,Against,645,Colin
Proposition G – City of Dallas,Proposition G – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition G – City of Dallas,Proposition G – City of Dallas.3 - UNDER VOTES,UNDER VOTES,62,Colin
Proposition H – City of Dallas,Proposition H – City of Dallas - For,For,497,Colin
Proposition H – City of Dallas,Proposition H – City of Dallas.1 - Against,Against,835,Colin
Proposition H – City of Dallas,Proposition H – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition H – City of Dallas,Proposition H – City of Dallas.3 - UNDER VOTES,UNDER VOTES,21,Colin
Proposition I – City of Dallas,Proposition I – City of Dallas - For,For,830,Colin
Proposition I – City of Dallas,Proposition I – City of Dallas.1 - Against,Against,474,Colin
Proposition I – City of Dallas,Proposition I – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition I – City of Dallas,Proposition I – City of Dallas.3 - UNDER VOTES,UNDER VOTES,49,Colin
Proposition J – City of Dallas,Proposition J – City of Dallas - For,For,1054,Colin
Proposition J – City of Dallas,Proposition J – City of Dallas.1 - Against,Against,282,Colin
Proposition J – City of Dallas,Proposition J – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition J – City of Dallas,Proposition J – City of Dallas.3 - UNDER VOTES,UNDER VOTES,17,Colin
Mayor - City of Farmersville ,Mayor - City of Farmersville - Craig Overstreet,Craig Overstreet,247,Colin
Mayor - City of Farmersville,Mayor - City of Farmersville.1 - Bryon Wiebold,Bryon Wiebold,175,Colin
Mayor - City of Farmersville,Mayor - City of Farmersville.2 - OVER VOTES,OVER VOTES,0,Colin
Mayor - City of Farmersville,Mayor - City of Farmersville.3 - UNDER VOTES,UNDER VOTES,7,Colin
"Councilmember, Place 4 - City of Farmersville ","Councilmember, Place 4 - City of Farmersville - Mike Henry",Mike Henry,299,Colin
"Councilmember, Place 4 - City of Farmersville","Councilmember, Place 4 - City of Farmersville.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 4 - City of Farmersville","Councilmember, Place 4 - City of Farmersville.2 - UNDER VOTES",UNDER VOTES,130,Colin
"City Council, Place 1 - City of Frisco ","City Council, Place 1 - City of Frisco - Mark Piland",Mark Piland,2245,Colin
"City Council, Place 1 - City of Frisco","City Council, Place 1 - City of Frisco.1 - John Keating",John Keating,3659,Colin
"City Council, Place 1 - City of Frisco","City Council, Place 1 - City of Frisco.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 1 - City of Frisco","City Council, Place 1 - City of Frisco.3 - UNDER VOTES",UNDER VOTES,298,Colin
"City Council, Place 3 - City of Frisco ","City Council, Place 3 - City of Frisco - John Redmond",John Redmond,1888,Colin
"City Council, Place 3 - City of Frisco","City Council, Place 3 - City of Frisco.1 - Angelia Pelham",Angelia Pelham,3958,Colin
"City Council, Place 3 - City of Frisco","City Council, Place 3 - City of Frisco.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 3 - City of Frisco","City Council, Place 3 - City of Frisco.3 - UNDER VOTES",UNDER VOTES,356,Colin
Proposition A – City of Frisco,Proposition A – City of Frisco - For the Proposition,For the Proposition,2865,Colin
Proposition A – City of Frisco,Proposition A – City of Frisco.1 - Against the Proposition,Against the Proposition,3200,Colin
Proposition A – City of Frisco,Proposition A – City of Frisco.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Frisco,Proposition A – City of Frisco.3 - UNDER VOTES,UNDER VOTES,137,Colin
Proposition B – City of Frisco,Proposition B – City of Frisco - For the Proposition,For the Proposition,2571,Colin
Proposition B – City of Frisco,Proposition B – City of Frisco.1 - Against the Proposition,Against the Proposition,3492,Colin
Proposition B – City of Frisco,Proposition B – City of Frisco.2 - OVER VOTES,OVER VOTES,1,Colin
Proposition B – City of Frisco,Proposition B – City of Frisco.3 - UNDER VOTES,UNDER VOTES,138,Colin
"Council Member, District 1 - City of Garland ","Council Member, District 1 - City of Garland - Jeff Bass",Jeff Bass,1,Colin
"Council Member, District 1 - City of Garland","Council Member, District 1 - City of Garland.1 - OVER VOTES",OVER VOTES,0,Colin
"Council Member, District 1 - City of Garland","Council Member, District 1 - City of Garland.2 - UNDER VOTES",UNDER VOTES,0,Colin
Proposition A – City of Garland,Proposition A – City of Garland - For,For,1,Colin
Proposition A – City of Garland,Proposition A – City of Garland.1 - Against,Against,0,Colin
Proposition A – City of Garland,Proposition A – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Garland,Proposition A – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition B – City of Garland,Proposition B – City of Garland - For,For,1,Colin
Proposition B – City of Garland,Proposition B – City of Garland.1 - Against,Against,0,Colin
Proposition B – City of Garland,Proposition B – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Garland,Proposition B – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition C – City of Garland,Proposition C – City of Garland - For,For,1,Colin
Proposition C – City of Garland,Proposition C – City of Garland.1 - Against,Against,0,Colin
Proposition C – City of Garland,Proposition C – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of Garland,Proposition C – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition D – City of Garland,Proposition D – City of Garland - For,For,0,Colin
Proposition D – City of Garland,Proposition D – City of Garland.1 - Against,Against,0,Colin
Proposition D – City of Garland,Proposition D – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – City of Garland,Proposition D – City of Garland.3 - UNDER VOTES,UNDER VOTES,1,Colin
Proposition E – City of Garland,Proposition E – City of Garland - For,For,0,Colin
Proposition E – City of Garland,Proposition E – City of Garland.1 - Against,Against,0,Colin
Proposition E – City of Garland,Proposition E – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – City of Garland,Proposition E – City of Garland.3 - UNDER VOTES,UNDER VOTES,1,Colin
Proposition F – City of Garland,Proposition F – City of Garland - For,For,1,Colin
Proposition F – City of Garland,Proposition F – City of Garland.1 - Against,Against,0,Colin
Proposition F – City of Garland,Proposition F – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition F – City of Garland,Proposition F – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition G – City of Garland,Proposition G – City of Garland - For,For,1,Colin
Proposition G – City of Garland,Proposition G – City of Garland.1 - Against,Against,0,Colin
Proposition G – City of Garland,Proposition G – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition G – City of Garland,Proposition G – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition H – City of Garland,Proposition H – City of Garland - For,For,1,Colin
Proposition H – City of Garland,Proposition H – City of Garland.1 - Against,Against,0,Colin
Proposition H – City of Garland,Proposition H – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition H – City of Garland,Proposition H – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition I – City of Garland,Proposition I – City of Garland - For,For,1,Colin
Proposition I – City of Garland,Proposition I – City of Garland.1 - Against,Against,0,Colin
Proposition I – City of Garland,Proposition I – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition I – City of Garland,Proposition I – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition J – City of Garland,Proposition J – City of Garland - For,For,1,Colin
Proposition J – City of Garland,Proposition J – City of Garland.1 - Against,Against,0,Colin
Proposition J – City of Garland,Proposition J – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition J – City of Garland,Proposition J – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition K – City of Garland,Proposition K – City of Garland - For,For,1,Colin
Proposition K – City of Garland,Proposition K – City of Garland.1 - Against,Against,0,Colin
Proposition K – City of Garland,Proposition K – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition K – City of Garland,Proposition K – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition L – City of Garland,Proposition L – City of Garland - For,For,1,Colin
Proposition L – City of Garland,Proposition L – City of Garland.1 - Against,Against,0,Colin
Proposition L – City of Garland,Proposition L – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition L – City of Garland,Proposition L – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition M – City of Garland,Proposition M – City of Garland - For,For,1,Colin
Proposition M – City of Garland,Proposition M – City of Garland.1 - Against,Against,0,Colin
Proposition M – City of Garland,Proposition M – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition M – City of Garland,Proposition M – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition N – City of Garland,Proposition N – City of Garland - For,For,0,Colin
Proposition N – City of Garland,Proposition N – City of Garland.1 - Against,Against,0,Colin
Proposition N – City of Garland,Proposition N – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition N – City of Garland,Proposition N – City of Garland.3 - UNDER VOTES,UNDER VOTES,1,Colin
Proposition O – City of Garland,Proposition O – City of Garland - For,For,1,Colin
Proposition O – City of Garland,Proposition O – City of Garland.1 - Against,Against,0,Colin
Proposition O – City of Garland,Proposition O – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition O – City of Garland,Proposition O – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition P – City of Garland,Proposition P – City of Garland - For,For,1,Colin
Proposition P – City of Garland,Proposition P – City of Garland.1 - Against,Against,0,Colin
Proposition P – City of Garland,Proposition P – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition P – City of Garland,Proposition P – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition Q – City of Garland,Proposition Q – City of Garland - For,For,1,Colin
Proposition Q – City of Garland,Proposition Q – City of Garland.1 - Against,Against,0,Colin
Proposition Q – City of Garland,Proposition Q – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition Q – City of Garland,Proposition Q – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Mayor - City of Lucas ,Mayor - City of Lucas - Kathleen A. Peele,Kathleen A. Peele,473,Colin
Mayor - City of Lucas,Mayor - City of Lucas.1 - Dusty Kuykendall,Dusty Kuykendall,541,Colin
Mayor - City of Lucas,Mayor - City of Lucas.2 - OVER VOTES,OVER VOTES,0,Colin
Mayor - City of Lucas,Mayor - City of Lucas.3 - UNDER VOTES,UNDER VOTES,4,Colin
"Councilmember, Seat 3 - City of Lucas ","Councilmember, Seat 3 - City of Lucas - Chris Bierman",Chris Bierman,799,Colin
"Councilmember, Seat 3 - City of Lucas","Councilmember, Seat 3 - City of Lucas.1 - Suhail Syed",Suhail Syed,167,Colin
"Councilmember, Seat 3 - City of Lucas","Councilmember, Seat 3 - City of Lucas.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Seat 3 - City of Lucas","Councilmember, Seat 3 - City of Lucas.3 - UNDER VOTES",UNDER VOTES,52,Colin
"Councilmember, Seat 4 - City of Lucas ","Councilmember, Seat 4 - City of Lucas - Philip (Phil) Lawrence",Philip (Phil) Lawrence,659,Colin
"Councilmember, Seat 4 - City of Lucas","Councilmember, Seat 4 - City of Lucas.1 - Joe Williams",Joe Williams,274,Colin
"Councilmember, Seat 4 - City of Lucas","Councilmember, Seat 4 - City of Lucas.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Seat 4 - City of Lucas","Councilmember, Seat 4 - City of Lucas.3 - UNDER VOTES",UNDER VOTES,85,Colin
"Councilmember, Seat 2, Unexpired Term - City of Lucas ","Councilmember, Seat 2, Unexpired Term - City of Lucas - Sean Watts",Sean Watts,421,Colin
"Councilmember, Seat 2, Unexpired Term - City of Lucas","Councilmember, Seat 2, Unexpired Term - City of Lucas.1 - Brian Stubblefield",Brian Stubblefield,524,Colin
"Councilmember, Seat 2, Unexpired Term - City of Lucas","Councilmember, Seat 2, Unexpired Term - City of Lucas.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Seat 2, Unexpired Term - City of Lucas","Councilmember, Seat 2, Unexpired Term - City of Lucas.3 - UNDER VOTES",UNDER VOTES,73,Colin
"Councilmember, Seat 6, Unexpired Term - City of Lucas ","Councilmember, Seat 6, Unexpired Term - City of Lucas - Tim Baney",Tim Baney,293,Colin
"Councilmember, Seat 6, Unexpired Term - City of Lucas","Councilmember, Seat 6, Unexpired Term - City of Lucas.1 - Neil Peterson",Neil Peterson,611,Colin
"Councilmember, Seat 6, Unexpired Term - City of Lucas","Councilmember, Seat 6, Unexpired Term - City of Lucas.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Seat 6, Unexpired Term - City of Lucas","Councilmember, Seat 6, Unexpired Term - City of Lucas.3 - UNDER VOTES",UNDER VOTES,114,Colin
Proposition A – City of Lucas,Proposition A – City of Lucas - FOR THE PROPOSITION,FOR THE PROPOSITION,898,Colin
Proposition A – City of Lucas,Proposition A – City of Lucas.1 - AGAINST THE PROPOSITION,AGAINST THE PROPOSITION,88,Colin
Proposition A – City of Lucas,Proposition A – City of Lucas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Lucas,Proposition A – City of Lucas.3 - UNDER VOTES,UNDER VOTES,32,Colin
Proposition A – City of McKinney,Proposition A – City of McKinney - FOR,FOR,3154,Colin
Proposition A – City of McKinney,Proposition A – City of McKinney.1 - AGAINST,AGAINST,2188,Colin
Proposition A – City of McKinney,Proposition A – City of McKinney.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of McKinney,Proposition A – City of McKinney.3 - UNDER VOTES,UNDER VOTES,61,Colin
Proposition B – City of McKinney,Proposition B – City of McKinney - FOR,FOR,2501,Colin
Proposition B – City of McKinney,Proposition B – City of McKinney.1 - AGAINST,AGAINST,2814,Colin
Proposition B – City of McKinney,Proposition B – City of McKinney.2 - OVER VOTES,OVER VOTES,1,Colin
Proposition B – City of McKinney,Proposition B – City of McKinney.3 - UNDER VOTES,UNDER VOTES,87,Colin
Proposition C – City of McKinney,Proposition C – City of McKinney - FOR,FOR,2713,Colin
Proposition C – City of McKinney,Proposition C – City of McKinney.1 - AGAINST,AGAINST,2595,Colin
Proposition C – City of McKinney,Proposition C – City of McKinney.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of McKinney,Proposition C – City of McKinney.3 - UNDER VOTES,UNDER VOTES,95,Colin
Proposition D – City of McKinney,Proposition D – City of McKinney - FOR,FOR,3567,Colin
Proposition D – City of McKinney,Proposition D – City of McKinney.1 - AGAINST,AGAINST,1772,Colin
Proposition D – City of McKinney,Proposition D – City of McKinney.2 - OVER VOTES,OVER VOTES,1,Colin
Proposition D – City of McKinney,Proposition D – City of McKinney.3 - UNDER VOTES,UNDER VOTES,63,Colin
Proposition E – City of McKinney,Proposition E – City of McKinney - FOR,FOR,3609,Colin
Proposition E – City of McKinney,Proposition E – City of McKinney.1 - AGAINST,AGAINST,1732,Colin
Proposition E – City of McKinney,Proposition E – City of McKinney.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – City of McKinney,Proposition E – City of McKinney.3 - UNDER VOTES,UNDER VOTES,62,Colin
"City Council, Place 1 - City of Melissa ","City Council, Place 1 - City of Melissa - Shannon Sweat",Shannon Sweat,550,Colin
"City Council, Place 1 - City of Melissa","City Council, Place 1 - City of Melissa.1 - Preston Taylor",Preston Taylor,655,Colin
"City Council, Place 1 - City of Melissa","City Council, Place 1 - City of Melissa.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 1 - City of Melissa","City Council, Place 1 - City of Melissa.3 - UNDER VOTES",UNDER VOTES,18,Colin
"City Council, Place 3 - City of Melissa ","City Council, Place 3 - City of Melissa - Emeka Eluka",Emeka Eluka,512,Colin
"City Council, Place 3 - City of Melissa","City Council, Place 3 - City of Melissa.1 - Dana Conklin",Dana Conklin,661,Colin
"City Council, Place 3 - City of Melissa","City Council, Place 3 - City of Melissa.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 3 - City of Melissa","City Council, Place 3 - City of Melissa.3 - UNDER VOTES",UNDER VOTES,50,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa - FOR,FOR,983,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa.1 - AGAINST,AGAINST,209,Colin
