RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
"City Council, Place 1 - City of Anna","City Council, Place 1 - City of Anna.1 - Kevin Toten",Kevin Toten,887,Colin
"City Council, Place 1 - City of Anna","City Council, Place 1 - City of Anna.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 1 - City of Anna","City Council, Place 1 - City of Anna.3 - UNDER VOTES",UNDER VOTES,166,Colin
"City Council, Place 2, Unexpired Term - City of Anna ","City Council, Place 2, Unexpired Term - City of Anna - Jody Bills",Jody Bills,780,Colin
"City Council, Place 2, Unexpired Term - City of Anna","City Council, Place 2, Unexpired Term - City of Anna.1 - LaMarr Dillingham",LaMarr Dillingham,133,Colin
"City Council, Place 2, Unexpired Term - City of Anna","City Council, Place 2, Unexpired Term - City of Anna.2 - Todd Engels",Todd Engels,540,Colin
"City Council, Place 2, Unexpired Term - City of Anna","City Council, Place 2, Unexpired Term - City of Anna.3 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 2, Unexpired Term - City of Anna","City Council, Place 2, Unexpired Term - City of Anna.4 - UNDER VOTES",UNDER VOTES,197,Colin
"City Council, Place 4, Unexpired Term - City of Anna ","City Council, Place 4, Unexpired Term - City of Anna - Tom Longmire",Tom Longmire,345,Colin
"City Council, Place 4, Unexpired Term - City of Anna","City Council, Place 4, Unexpired Term - City of Anna.1 - Kelly Herndon",Kelly Herndon,657,Colin
"City Council, Place 4, Unexpired Term - City of Anna","City Council, Place 4, Unexpired Term - City of Anna.2 - Bruce Norwood",Bruce Norwood,480,Colin
"City Council, Place 4, Unexpired Term - City of Anna","City Council, Place 4, Unexpired Term - City of Anna.3 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 4, Unexpired Term - City of Anna","City Council, Place 4, Unexpired Term - City of Anna.4 - UNDER VOTES",UNDER VOTES,168,Colin
"Member of Council, Place 1 - City of Carrollton ","Member of Council, Place 1 - City of Carrollton - Christopher Axberg",Christopher Axberg,1,Colin
"Member of Council, Place 1 - City of Carrollton","Member of Council, Place 1 - City of Carrollton.1 - Laura Vola",Laura Vola,2,Colin
"Member of Council, Place 1 - City of Carrollton","Member of Council, Place 1 - City of Carrollton.2 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 1 - City of Carrollton","Member of Council, Place 1 - City of Carrollton.3 - UNDER VOTES",UNDER VOTES,1,Colin
"Member of Council, Place 3 - City of Carrollton ","Member of Council, Place 3 - City of Carrollton - Richard Fleming",Richard Fleming,3,Colin
"Member of Council, Place 3 - City of Carrollton","Member of Council, Place 3 - City of Carrollton.1 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 3 - City of Carrollton","Member of Council, Place 3 - City of Carrollton.2 - UNDER VOTES",UNDER VOTES,1,Colin
"Member of Council, Place 5 - City of Carrollton ","Member of Council, Place 5 - City of Carrollton - Nancy Cline",Nancy Cline,3,Colin
"Member of Council, Place 5 - City of Carrollton","Member of Council, Place 5 - City of Carrollton.1 - Susan Thomas",Susan Thomas,0,Colin
"Member of Council, Place 5 - City of Carrollton","Member of Council, Place 5 - City of Carrollton.2 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 5 - City of Carrollton","Member of Council, Place 5 - City of Carrollton.3 - UNDER VOTES",UNDER VOTES,1,Colin
"Member of Council, Place 7 - City of Carrollton ","Member of Council, Place 7 - City of Carrollton - Simon Chamakala",Simon Chamakala,1,Colin
"Member of Council, Place 7 - City of Carrollton","Member of Council, Place 7 - City of Carrollton.1 - Rowena Watters",Rowena Watters,2,Colin
"Member of Council, Place 7 - City of Carrollton","Member of Council, Place 7 - City of Carrollton.2 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 7 - City of Carrollton","Member of Council, Place 7 - City of Carrollton.3 - UNDER VOTES",UNDER VOTES,1,Colin
Proposition A - City of Carrollton ,Proposition A - City of Carrollton - YES,YES,4,Colin
Proposition A - City of Carrollton,Proposition A - City of Carrollton.1 - NO,NO,0,Colin
Proposition A - City of Carrollton,Proposition A - City of Carrollton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A - City of Carrollton,Proposition A - City of Carrollton.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition B – City of Carrollton,Proposition B – City of Carrollton - YES,YES,2,Colin
Proposition B – City of Carrollton,Proposition B – City of Carrollton.1 - NO,NO,2,Colin
Proposition B – City of Carrollton,Proposition B – City of Carrollton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Carrollton,Proposition B – City of Carrollton.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition C – City of Carrollton,Proposition C – City of Carrollton - YES,YES,1,Colin
Proposition C – City of Carrollton,Proposition C – City of Carrollton.1 - NO,NO,3,Colin
Proposition C – City of Carrollton,Proposition C – City of Carrollton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of Carrollton,Proposition C – City of Carrollton.3 - UNDER VOTES,UNDER VOTES,0,Colin
"Councilmember, Place 2 - City of Celina ","Councilmember, Place 2 - City of Celina - David Hogue",David Hogue,471,Colin
"Councilmember, Place 2 - City of Celina","Councilmember, Place 2 - City of Celina.1 - Eddie Cawlfield",Eddie Cawlfield,1055,Colin
"Councilmember, Place 2 - City of Celina","Councilmember, Place 2 - City of Celina.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 2 - City of Celina","Councilmember, Place 2 - City of Celina.3 - UNDER VOTES",UNDER VOTES,82,Colin
"Councilmember, Place 3 - City of Celina ","Councilmember, Place 3 - City of Celina - Ghentry Pace",Ghentry Pace,426,Colin
"Councilmember, Place 3 - City of Celina","Councilmember, Place 3 - City of Celina.1 - Andy Hop Hopkins",Andy Hop Hopkins,1026,Colin
"Councilmember, Place 3 - City of Celina","Councilmember, Place 3 - City of Celina.2 - Julissa Casas Porcher",Julissa Casas Porcher,93,Colin
"Councilmember, Place 3 - City of Celina","Councilmember, Place 3 - City of Celina.3 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 3 - City of Celina","Councilmember, Place 3 - City of Celina.4 - UNDER VOTES",UNDER VOTES,63,Colin
Proposition A – City of Dallas,Proposition A – City of Dallas - For,For,1584,Colin
Proposition A – City of Dallas,Proposition A – City of Dallas.1 - Against,Against,290,Colin
Proposition A – City of Dallas,Proposition A – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Dallas,Proposition A – City of Dallas.3 - UNDER VOTES,UNDER VOTES,8,Colin
Proposition B – City of Dallas,Proposition B – City of Dallas - For,For,1404,Colin
Proposition B – City of Dallas,Proposition B – City of Dallas.1 - Against,Against,461,Colin
Proposition B – City of Dallas,Proposition B – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Dallas,Proposition B – City of Dallas.3 - UNDER VOTES,UNDER VOTES,17,Colin
Proposition C – City of Dallas,Proposition C – City of Dallas - For,For,830,Colin
Proposition C – City of Dallas,Proposition C – City of Dallas.1 - Against,Against,1034,Colin
Proposition C – City of Dallas,Proposition C – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of Dallas,Proposition C – City of Dallas.3 - UNDER VOTES,UNDER VOTES,18,Colin
Proposition D – City of Dallas,Proposition D – City of Dallas - For,For,1178,Colin
Proposition D – City of Dallas,Proposition D – City of Dallas.1 - Against,Against,638,Colin
Proposition D – City of Dallas,Proposition D – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – City of Dallas,Proposition D – City of Dallas.3 - UNDER VOTES,UNDER VOTES,66,Colin
Proposition E – City of Dallas,Proposition E – City of Dallas - For,For,1031,Colin
Proposition E – City of Dallas,Proposition E – City of Dallas.1 - Against,Against,786,Colin
Proposition E – City of Dallas,Proposition E – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – City of Dallas,Proposition E – City of Dallas.3 - UNDER VOTES,UNDER VOTES,65,Colin
Proposition F – City of Dallas,Proposition F – City of Dallas - For,For,1468,Colin
Proposition F – City of Dallas,Proposition F – City of Dallas.1 - Against,Against,387,Colin
Proposition F – City of Dallas,Proposition F – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition F – City of Dallas,Proposition F – City of Dallas.3 - UNDER VOTES,UNDER VOTES,27,Colin
Proposition G – City of Dallas,Proposition G – City of Dallas - For,For,918,Colin
Proposition G – City of Dallas,Proposition G – City of Dallas.1 - Against,Against,889,Colin
Proposition G – City of Dallas,Proposition G – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition G – City of Dallas,Proposition G – City of Dallas.3 - UNDER VOTES,UNDER VOTES,75,Colin
Proposition H – City of Dallas,Proposition H – City of Dallas - For,For,702,Colin
Proposition H – City of Dallas,Proposition H – City of Dallas.1 - Against,Against,1157,Colin
Proposition H – City of Dallas,Proposition H – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition H – City of Dallas,Proposition H – City of Dallas.3 - UNDER VOTES,UNDER VOTES,23,Colin
Proposition I – City of Dallas,Proposition I – City of Dallas - For,For,1164,Colin
Proposition I – City of Dallas,Proposition I – City of Dallas.1 - Against,Against,657,Colin
Proposition I – City of Dallas,Proposition I – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition I – City of Dallas,Proposition I – City of Dallas.3 - UNDER VOTES,UNDER VOTES,61,Colin
Proposition J – City of Dallas,Proposition J – City of Dallas - For,For,1464,Colin
Proposition J – City of Dallas,Proposition J – City of Dallas.1 - Against,Against,399,Colin
Proposition J – City of Dallas,Proposition J – City of Dallas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition J – City of Dallas,Proposition J – City of Dallas.3 - UNDER VOTES,UNDER VOTES,19,Colin
Mayor - City of Farmersville ,Mayor - City of Farmersville - Craig Overstreet,Craig Overstreet,348,Colin
Mayor - City of Farmersville,Mayor - City of Farmersville.1 - Bryon Wiebold,Bryon Wiebold,277,Colin
Mayor - City of Farmersville,Mayor - City of Farmersville.2 - OVER VOTES,OVER VOTES,0,Colin
Mayor - City of Farmersville,Mayor - City of Farmersville.3 - UNDER VOTES,UNDER VOTES,10,Colin
"Councilmember, Place 4 - City of Farmersville ","Councilmember, Place 4 - City of Farmersville - Mike Henry",Mike Henry,430,Colin
"Councilmember, Place 4 - City of Farmersville","Councilmember, Place 4 - City of Farmersville.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 4 - City of Farmersville","Councilmember, Place 4 - City of Farmersville.2 - UNDER VOTES",UNDER VOTES,205,Colin
"City Council, Place 1 - City of Frisco ","City Council, Place 1 - City of Frisco - Mark Piland",Mark Piland,2494,Colin
"City Council, Place 1 - City of Frisco","City Council, Place 1 - City of Frisco.1 - John Keating",John Keating,4161,Colin
"City Council, Place 1 - City of Frisco","City Council, Place 1 - City of Frisco.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 1 - City of Frisco","City Council, Place 1 - City of Frisco.3 - UNDER VOTES",UNDER VOTES,334,Colin
"City Council, Place 3 - City of Frisco ","City Council, Place 3 - City of Frisco - John Redmond",John Redmond,2087,Colin
"City Council, Place 3 - City of Frisco","City Council, Place 3 - City of Frisco.1 - Angelia Pelham",Angelia Pelham,4492,Colin
"City Council, Place 3 - City of Frisco","City Council, Place 3 - City of Frisco.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 3 - City of Frisco","City Council, Place 3 - City of Frisco.3 - UNDER VOTES",UNDER VOTES,410,Colin
Proposition A – City of Frisco,Proposition A – City of Frisco - For the Proposition,For the Proposition,3210,Colin
Proposition A – City of Frisco,Proposition A – City of Frisco.1 - Against the Proposition,Against the Proposition,3601,Colin
Proposition A – City of Frisco,Proposition A – City of Frisco.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Frisco,Proposition A – City of Frisco.3 - UNDER VOTES,UNDER VOTES,178,Colin
Proposition B – City of Frisco,Proposition B – City of Frisco - For the Proposition,For the Proposition,2882,Colin
Proposition B – City of Frisco,Proposition B – City of Frisco.1 - Against the Proposition,Against the Proposition,3927,Colin
Proposition B – City of Frisco,Proposition B – City of Frisco.2 - OVER VOTES,OVER VOTES,1,Colin
Proposition B – City of Frisco,Proposition B – City of Frisco.3 - UNDER VOTES,UNDER VOTES,179,Colin
"Council Member, District 1 - City of Garland ","Council Member, District 1 - City of Garland - Jeff Bass",Jeff Bass,1,Colin
"Council Member, District 1 - City of Garland","Council Member, District 1 - City of Garland.1 - OVER VOTES",OVER VOTES,0,Colin
"Council Member, District 1 - City of Garland","Council Member, District 1 - City of Garland.2 - UNDER VOTES",UNDER VOTES,0,Colin
Proposition A – City of Garland,Proposition A – City of Garland - For,For,1,Colin
Proposition A – City of Garland,Proposition A – City of Garland.1 - Against,Against,0,Colin
Proposition A – City of Garland,Proposition A – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Garland,Proposition A – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition B – City of Garland,Proposition B – City of Garland - For,For,1,Colin
Proposition B – City of Garland,Proposition B – City of Garland.1 - Against,Against,0,Colin
Proposition B – City of Garland,Proposition B – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Garland,Proposition B – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition C – City of Garland,Proposition C – City of Garland - For,For,1,Colin
Proposition C – City of Garland,Proposition C – City of Garland.1 - Against,Against,0,Colin
Proposition C – City of Garland,Proposition C – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of Garland,Proposition C – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition D – City of Garland,Proposition D – City of Garland - For,For,0,Colin
Proposition D – City of Garland,Proposition D – City of Garland.1 - Against,Against,0,Colin
Proposition D – City of Garland,Proposition D – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – City of Garland,Proposition D – City of Garland.3 - UNDER VOTES,UNDER VOTES,1,Colin
Proposition E – City of Garland,Proposition E – City of Garland - For,For,0,Colin
Proposition E – City of Garland,Proposition E – City of Garland.1 - Against,Against,0,Colin
Proposition E – City of Garland,Proposition E – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – City of Garland,Proposition E – City of Garland.3 - UNDER VOTES,UNDER VOTES,1,Colin
Proposition F – City of Garland,Proposition F – City of Garland - For,For,1,Colin
Proposition F – City of Garland,Proposition F – City of Garland.1 - Against,Against,0,Colin
Proposition F – City of Garland,Proposition F – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition F – City of Garland,Proposition F – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition G – City of Garland,Proposition G – City of Garland - For,For,1,Colin
Proposition G – City of Garland,Proposition G – City of Garland.1 - Against,Against,0,Colin
Proposition G – City of Garland,Proposition G – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition G – City of Garland,Proposition G – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition H – City of Garland,Proposition H – City of Garland - For,For,1,Colin
Proposition H – City of Garland,Proposition H – City of Garland.1 - Against,Against,0,Colin
Proposition H – City of Garland,Proposition H – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition H – City of Garland,Proposition H – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition I – City of Garland,Proposition I – City of Garland - For,For,1,Colin
Proposition I – City of Garland,Proposition I – City of Garland.1 - Against,Against,0,Colin
Proposition I – City of Garland,Proposition I – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition I – City of Garland,Proposition I – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition J – City of Garland,Proposition J – City of Garland - For,For,1,Colin
Proposition J – City of Garland,Proposition J – City of Garland.1 - Against,Against,0,Colin
Proposition J – City of Garland,Proposition J – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition J – City of Garland,Proposition J – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition K – City of Garland,Proposition K – City of Garland - For,For,1,Colin
Proposition K – City of Garland,Proposition K – City of Garland.1 - Against,Against,0,Colin
Proposition K – City of Garland,Proposition K – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition K – City of Garland,Proposition K – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition L – City of Garland,Proposition L – City of Garland - For,For,1,Colin
Proposition L – City of Garland,Proposition L – City of Garland.1 - Against,Against,0,Colin
Proposition L – City of Garland,Proposition L – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition L – City of Garland,Proposition L – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition M – City of Garland,Proposition M – City of Garland - For,For,1,Colin
Proposition M – City of Garland,Proposition M – City of Garland.1 - Against,Against,0,Colin
Proposition M – City of Garland,Proposition M – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition M – City of Garland,Proposition M – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition N – City of Garland,Proposition N – City of Garland - For,For,0,Colin
Proposition N – City of Garland,Proposition N – City of Garland.1 - Against,Against,0,Colin
Proposition N – City of Garland,Proposition N – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition N – City of Garland,Proposition N – City of Garland.3 - UNDER VOTES,UNDER VOTES,1,Colin
Proposition O – City of Garland,Proposition O – City of Garland - For,For,1,Colin
Proposition O – City of Garland,Proposition O – City of Garland.1 - Against,Against,0,Colin
Proposition O – City of Garland,Proposition O – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition O – City of Garland,Proposition O – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition P – City of Garland,Proposition P – City of Garland - For,For,1,Colin
Proposition P – City of Garland,Proposition P – City of Garland.1 - Against,Against,0,Colin
Proposition P – City of Garland,Proposition P – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition P – City of Garland,Proposition P – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition Q – City of Garland,Proposition Q – City of Garland - For,For,1,Colin
Proposition Q – City of Garland,Proposition Q – City of Garland.1 - Against,Against,0,Colin
Proposition Q – City of Garland,Proposition Q – City of Garland.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition Q – City of Garland,Proposition Q – City of Garland.3 - UNDER VOTES,UNDER VOTES,0,Colin
Mayor - City of Lucas ,Mayor - City of Lucas - Kathleen A. Peele,Kathleen A. Peele,738,Colin
Mayor - City of Lucas,Mayor - City of Lucas.1 - Dusty Kuykendall,Dusty Kuykendall,767,Colin
Mayor - City of Lucas,Mayor - City of Lucas.2 - OVER VOTES,OVER VOTES,0,Colin
Mayor - City of Lucas,Mayor - City of Lucas.3 - UNDER VOTES,UNDER VOTES,7,Colin
"Councilmember, Seat 3 - City of Lucas ","Councilmember, Seat 3 - City of Lucas - Chris Bierman",Chris Bierman,1189,Colin
"Councilmember, Seat 3 - City of Lucas","Councilmember, Seat 3 - City of Lucas.1 - Suhail Syed",Suhail Syed,248,Colin
"Councilmember, Seat 3 - City of Lucas","Councilmember, Seat 3 - City of Lucas.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Seat 3 - City of Lucas","Councilmember, Seat 3 - City of Lucas.3 - UNDER VOTES",UNDER VOTES,75,Colin
"Councilmember, Seat 4 - City of Lucas ","Councilmember, Seat 4 - City of Lucas - Philip (Phil) Lawrence",Philip (Phil) Lawrence,1028,Colin
"Councilmember, Seat 4 - City of Lucas","Councilmember, Seat 4 - City of Lucas.1 - Joe Williams",Joe Williams,363,Colin
"Councilmember, Seat 4 - City of Lucas","Councilmember, Seat 4 - City of Lucas.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Seat 4 - City of Lucas","Councilmember, Seat 4 - City of Lucas.3 - UNDER VOTES",UNDER VOTES,121,Colin
"Councilmember, Seat 2, Unexpired Term - City of Lucas ","Councilmember, Seat 2, Unexpired Term - City of Lucas - Sean Watts",Sean Watts,588,Colin
"Councilmember, Seat 2, Unexpired Term - City of Lucas","Councilmember, Seat 2, Unexpired Term - City of Lucas.1 - Brian Stubblefield",Brian Stubblefield,816,Colin
"Councilmember, Seat 2, Unexpired Term - City of Lucas","Councilmember, Seat 2, Unexpired Term - City of Lucas.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Seat 2, Unexpired Term - City of Lucas","Councilmember, Seat 2, Unexpired Term - City of Lucas.3 - UNDER VOTES",UNDER VOTES,108,Colin
"Councilmember, Seat 6, Unexpired Term - City of Lucas ","Councilmember, Seat 6, Unexpired Term - City of Lucas - Tim Baney",Tim Baney,408,Colin
"Councilmember, Seat 6, Unexpired Term - City of Lucas","Councilmember, Seat 6, Unexpired Term - City of Lucas.1 - Neil Peterson",Neil Peterson,945,Colin
"Councilmember, Seat 6, Unexpired Term - City of Lucas","Councilmember, Seat 6, Unexpired Term - City of Lucas.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Seat 6, Unexpired Term - City of Lucas","Councilmember, Seat 6, Unexpired Term - City of Lucas.3 - UNDER VOTES",UNDER VOTES,159,Colin
Proposition A – City of Lucas,Proposition A – City of Lucas - FOR THE PROPOSITION,FOR THE PROPOSITION,1313,Colin
Proposition A – City of Lucas,Proposition A – City of Lucas.1 - AGAINST THE PROPOSITION,AGAINST THE PROPOSITION,142,Colin
Proposition A – City of Lucas,Proposition A – City of Lucas.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Lucas,Proposition A – City of Lucas.3 - UNDER VOTES,UNDER VOTES,57,Colin
Proposition A – City of McKinney,Proposition A – City of McKinney - FOR,FOR,3603,Colin
Proposition A – City of McKinney,Proposition A – City of McKinney.1 - AGAINST,AGAINST,2573,Colin
Proposition A – City of McKinney,Proposition A – City of McKinney.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of McKinney,Proposition A – City of McKinney.3 - UNDER VOTES,UNDER VOTES,67,Colin
Proposition B – City of McKinney,Proposition B – City of McKinney - FOR,FOR,2816,Colin
Proposition B – City of McKinney,Proposition B – City of McKinney.1 - AGAINST,AGAINST,3329,Colin
Proposition B – City of McKinney,Proposition B – City of McKinney.2 - OVER VOTES,OVER VOTES,1,Colin
Proposition B – City of McKinney,Proposition B – City of McKinney.3 - UNDER VOTES,UNDER VOTES,97,Colin
Proposition C – City of McKinney,Proposition C – City of McKinney - FOR,FOR,3071,Colin
Proposition C – City of McKinney,Proposition C – City of McKinney.1 - AGAINST,AGAINST,3063,Colin
Proposition C – City of McKinney,Proposition C – City of McKinney.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of McKinney,Proposition C – City of McKinney.3 - UNDER VOTES,UNDER VOTES,109,Colin
Proposition D – City of McKinney,Proposition D – City of McKinney - FOR,FOR,4060,Colin
Proposition D – City of McKinney,Proposition D – City of McKinney.1 - AGAINST,AGAINST,2112,Colin
Proposition D – City of McKinney,Proposition D – City of McKinney.2 - OVER VOTES,OVER VOTES,1,Colin
Proposition D – City of McKinney,Proposition D – City of McKinney.3 - UNDER VOTES,UNDER VOTES,70,Colin
Proposition E – City of McKinney,Proposition E – City of McKinney - FOR,FOR,4106,Colin
Proposition E – City of McKinney,Proposition E – City of McKinney.1 - AGAINST,AGAINST,2069,Colin
Proposition E – City of McKinney,Proposition E – City of McKinney.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – City of McKinney,Proposition E – City of McKinney.3 - UNDER VOTES,UNDER VOTES,68,Colin
"City Council, Place 1 - City of Melissa ","City Council, Place 1 - City of Melissa - Shannon Sweat",Shannon Sweat,550,Colin
"City Council, Place 1 - City of Melissa","City Council, Place 1 - City of Melissa.1 - Preston Taylor",Preston Taylor,655,Colin
"City Council, Place 1 - City of Melissa","City Council, Place 1 - City of Melissa.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 1 - City of Melissa","City Council, Place 1 - City of Melissa.3 - UNDER VOTES",UNDER VOTES,18,Colin
"City Council, Place 3 - City of Melissa ","City Council, Place 3 - City of Melissa - Emeka Eluka",Emeka Eluka,512,Colin
"City Council, Place 3 - City of Melissa","City Council, Place 3 - City of Melissa.1 - Dana Conklin",Dana Conklin,661,Colin
"City Council, Place 3 - City of Melissa","City Council, Place 3 - City of Melissa.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 3 - City of Melissa","City Council, Place 3 - City of Melissa.3 - UNDER VOTES",UNDER VOTES,50,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa - FOR,FOR,983,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa.1 - AGAINST,AGAINST,209,Colin
