RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
City Council Ward 3 – City of Lowry Crossing,City Council Ward 3 – City of Lowry Crossing.2 - UNDER VOTES,UNDER VOTES,46,Colin
Proposition A – City of Lowry Crossing,Proposition A – City of Lowry Crossing - For,For,257,Colin
Proposition A – City of Lowry Crossing,Proposition A – City of Lowry Crossing.1 - Against,Against,37,Colin
Proposition A – City of Lowry Crossing,Proposition A – City of Lowry Crossing.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Lowry Crossing,Proposition A – City of Lowry Crossing.3 - UNDER VOTES,UNDER VOTES,9,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa - FOR,FOR,444,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa.1 - AGAINST,AGAINST,119,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Melissa,Proposition A – City of Melissa.3 - UNDER VOTES,UNDER VOTES,28,Colin
Proposition B – City of Melissa,Proposition B – City of Melissa - FOR,FOR,430,Colin
Proposition B – City of Melissa,Proposition B – City of Melissa.1 - AGAINST,AGAINST,133,Colin
Proposition B – City of Melissa,Proposition B – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Melissa,Proposition B – City of Melissa.3 - UNDER VOTES,UNDER VOTES,28,Colin
Proposition C – City of Melissa,Proposition C – City of Melissa - FOR,FOR,488,Colin
Proposition C – City of Melissa,Proposition C – City of Melissa.1 - AGAINST,AGAINST,77,Colin
Proposition C – City of Melissa,Proposition C – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – City of Melissa,Proposition C – City of Melissa.3 - UNDER VOTES,UNDER VOTES,26,Colin
Proposition D – City of Melissa,Proposition D – City of Melissa - FOR,FOR,304,Colin
Proposition D – City of Melissa,Proposition D – City of Melissa.1 - AGAINST,AGAINST,256,Colin
Proposition D – City of Melissa,Proposition D – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – City of Melissa,Proposition D – City of Melissa.3 - UNDER VOTES,UNDER VOTES,31,Colin
Proposition E – City of Melissa,Proposition E – City of Melissa - FOR,FOR,383,Colin
Proposition E – City of Melissa,Proposition E – City of Melissa.1 - AGAINST,AGAINST,148,Colin
Proposition E – City of Melissa,Proposition E – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – City of Melissa,Proposition E – City of Melissa.3 - UNDER VOTES,UNDER VOTES,60,Colin
Proposition F – City of Melissa,Proposition F – City of Melissa - FOR,FOR,455,Colin
Proposition F – City of Melissa,Proposition F – City of Melissa.1 - AGAINST,AGAINST,103,Colin
Proposition F – City of Melissa,Proposition F – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition F – City of Melissa,Proposition F – City of Melissa.3 - UNDER VOTES,UNDER VOTES,33,Colin
Proposition G – City of Melissa,Proposition G – City of Melissa - FOR,FOR,501,Colin
Proposition G – City of Melissa,Proposition G – City of Melissa.1 - AGAINST,AGAINST,54,Colin
Proposition G – City of Melissa,Proposition G – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition G – City of Melissa,Proposition G – City of Melissa.3 - UNDER VOTES,UNDER VOTES,36,Colin
Proposition H – City of Melissa,Proposition H – City of Melissa - FOR,FOR,445,Colin
Proposition H – City of Melissa,Proposition H – City of Melissa.1 - AGAINST,AGAINST,113,Colin
Proposition H – City of Melissa,Proposition H – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition H – City of Melissa,Proposition H – City of Melissa.3 - UNDER VOTES,UNDER VOTES,33,Colin
Proposition I – City of Melissa,Proposition I – City of Melissa - FOR,FOR,484,Colin
Proposition I – City of Melissa,Proposition I – City of Melissa.1 - AGAINST,AGAINST,66,Colin
Proposition I – City of Melissa,Proposition I – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition I – City of Melissa,Proposition I – City of Melissa.3 - UNDER VOTES,UNDER VOTES,41,Colin
Proposition J – City of Melissa,Proposition J – City of Melissa - FOR,FOR,491,Colin
Proposition J – City of Melissa,Proposition J – City of Melissa.1 - AGAINST,AGAINST,64,Colin
Proposition J – City of Melissa,Proposition J – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition J – City of Melissa,Proposition J – City of Melissa.3 - UNDER VOTES,UNDER VOTES,36,Colin
Proposition K – City of Melissa,Proposition K – City of Melissa - FOR,FOR,348,Colin
Proposition K – City of Melissa,Proposition K – City of Melissa.1 - AGAINST,AGAINST,212,Colin
Proposition K – City of Melissa,Proposition K – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition K – City of Melissa,Proposition K – City of Melissa.3 - UNDER VOTES,UNDER VOTES,31,Colin
Proposition L – City of Melissa,Proposition L – City of Melissa - FOR,FOR,270,Colin
Proposition L – City of Melissa,Proposition L – City of Melissa.1 - AGAINST,AGAINST,280,Colin
Proposition L – City of Melissa,Proposition L – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition L – City of Melissa,Proposition L – City of Melissa.3 - UNDER VOTES,UNDER VOTES,41,Colin
Proposition M – City of Melissa,Proposition M – City of Melissa - FOR,FOR,503,Colin
Proposition M – City of Melissa,Proposition M – City of Melissa.1 - AGAINST,AGAINST,66,Colin
Proposition M – City of Melissa,Proposition M – City of Melissa.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition M – City of Melissa,Proposition M – City of Melissa.3 - UNDER VOTES,UNDER VOTES,22,Colin
"City Council, Place 2 – City of Murphy","City Council, Place 2 – City of Murphy - Chi Egwuekwe",Chi Egwuekwe,539,Colin
"City Council, Place 2 – City of Murphy","City Council, Place 2 – City of Murphy.1 - W. Scott Smith",W. Scott Smith,700,Colin
"City Council, Place 2 – City of Murphy","City Council, Place 2 – City of Murphy.2 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 2 – City of Murphy","City Council, Place 2 – City of Murphy.3 - UNDER VOTES",UNDER VOTES,127,Colin
"Councilmember, Place 3 – City of Princeton","Councilmember, Place 3 – City of Princeton - Terrance J. Gilmore",Terrance J. Gilmore,320,Colin
"Councilmember, Place 3 – City of Princeton","Councilmember, Place 3 – City of Princeton.1 - Bryan Washington",Bryan Washington,512,Colin
"Councilmember, Place 3 – City of Princeton","Councilmember, Place 3 – City of Princeton.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 3 – City of Princeton","Councilmember, Place 3 – City of Princeton.3 - UNDER VOTES",UNDER VOTES,98,Colin
"Councilmember, Place 4 – City of Princeton","Councilmember, Place 4 – City of Princeton - Ryan Gerfers",Ryan Gerfers,575,Colin
"Councilmember, Place 4 – City of Princeton","Councilmember, Place 4 – City of Princeton.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 4 – City of Princeton","Councilmember, Place 4 – City of Princeton.2 - UNDER VOTES",UNDER VOTES,355,Colin
"Councilmember, Place 5 – City of Princeton","Councilmember, Place 5 – City of Princeton - Steven Deffibaugh",Steven Deffibaugh,566,Colin
"Councilmember, Place 5 – City of Princeton","Councilmember, Place 5 – City of Princeton.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 5 – City of Princeton","Councilmember, Place 5 – City of Princeton.2 - UNDER VOTES",UNDER VOTES,364,Colin
"Councilmember, Place 6 – City of Princeton","Councilmember, Place 6 – City of Princeton - Ben Long",Ben Long,491,Colin
"Councilmember, Place 6 – City of Princeton","Councilmember, Place 6 – City of Princeton.1 - Matthew Ickes",Matthew Ickes,174,Colin
"Councilmember, Place 6 – City of Princeton","Councilmember, Place 6 – City of Princeton.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 6 – City of Princeton","Councilmember, Place 6 – City of Princeton.3 - UNDER VOTES",UNDER VOTES,265,Colin
"Councilmember, Place 7 – City of Princeton","Councilmember, Place 7 – City of Princeton - Bruce Johnson",Bruce Johnson,305,Colin
"Councilmember, Place 7 – City of Princeton","Councilmember, Place 7 – City of Princeton.1 - Carolyn David-Graves",Carolyn David-Graves,459,Colin
"Councilmember, Place 7 – City of Princeton","Councilmember, Place 7 – City of Princeton.2 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 7 – City of Princeton","Councilmember, Place 7 – City of Princeton.3 - UNDER VOTES",UNDER VOTES,166,Colin
Proposition A – City of Princeton,Proposition A – City of Princeton - For,For,639,Colin
Proposition A – City of Princeton,Proposition A – City of Princeton.1 - Against,Against,251,Colin
Proposition A – City of Princeton,Proposition A – City of Princeton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Princeton,Proposition A – City of Princeton.3 - UNDER VOTES,UNDER VOTES,40,Colin
Proposition B – City of Princeton,Proposition B – City of Princeton - For,For,635,Colin
Proposition B – City of Princeton,Proposition B – City of Princeton.1 - Against,Against,262,Colin
Proposition B – City of Princeton,Proposition B – City of Princeton.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – City of Princeton,Proposition B – City of Princeton.3 - UNDER VOTES,UNDER VOTES,33,Colin
Proposition A – City of Weston,Proposition A – City of Weston - For,For,28,Colin
Proposition A – City of Weston,Proposition A – City of Weston.1 - Against,Against,38,Colin
Proposition A – City of Weston,Proposition A – City of Weston.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Weston,Proposition A – City of Weston.3 - UNDER VOTES,UNDER VOTES,1,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD - Starla Sharpe,Starla Sharpe,659,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.1 - Chad Jones,Chad Jones,566,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.2 - Cyndi Darland,Cyndi Darland,570,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.3 - Melissa Ait Belaid,Melissa Ait Belaid,286,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.4 - OVER VOTES,OVER VOTES,0,Colin
For School Trustees – Princeton ISD,For School Trustees – Princeton ISD.5 - UNDER VOTES,UNDER VOTES,1009,Colin
Proposition A – Prosper ISD,Proposition A – Prosper ISD - FOR,FOR,3825,Colin
Proposition A – Prosper ISD,Proposition A – Prosper ISD.1 - AGAINST,AGAINST,1719,Colin
Proposition A – Prosper ISD,Proposition A – Prosper ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – Prosper ISD,Proposition A – Prosper ISD.3 - UNDER VOTES,UNDER VOTES,67,Colin
Proposition B – Prosper ISD,Proposition B – Prosper ISD - FOR,FOR,3743,Colin
Proposition B – Prosper ISD,Proposition B – Prosper ISD.1 - AGAINST,AGAINST,1783,Colin
Proposition B – Prosper ISD,Proposition B – Prosper ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – Prosper ISD,Proposition B – Prosper ISD.3 - UNDER VOTES,UNDER VOTES,85,Colin
Proposition C – Prosper ISD,Proposition C – Prosper ISD - FOR,FOR,2691,Colin
Proposition C – Prosper ISD,Proposition C – Prosper ISD.1 - AGAINST,AGAINST,2832,Colin
Proposition C – Prosper ISD,Proposition C – Prosper ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – Prosper ISD,Proposition C – Prosper ISD.3 - UNDER VOTES,UNDER VOTES,88,Colin
Proposition D – Prosper ISD,Proposition D – Prosper ISD - FOR,FOR,3263,Colin
Proposition D – Prosper ISD,Proposition D – Prosper ISD.1 - AGAINST,AGAINST,2255,Colin
Proposition D – Prosper ISD,Proposition D – Prosper ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – Prosper ISD,Proposition D – Prosper ISD.3 - UNDER VOTES,UNDER VOTES,93,Colin
Proposition A – Wylie ISD,Proposition A – Wylie ISD - FOR,FOR,2110,Colin
Proposition A – Wylie ISD,Proposition A – Wylie ISD.1 - AGAINST,AGAINST,1702,Colin
Proposition A – Wylie ISD,Proposition A – Wylie ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – Wylie ISD,Proposition A – Wylie ISD.3 - UNDER VOTES,UNDER VOTES,96,Colin
Proposition A – Blue Meadow MUD No 2,Proposition A – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition A – Blue Meadow MUD No 2,Proposition A – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
Proposition A – Blue Meadow MUD No 2,Proposition A – Blue Meadow MUD No. 2.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – Blue Meadow MUD No 2,Proposition A – Blue Meadow MUD No. 2.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition B – Blue Meadow MUD No 2,Proposition B – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition B – Blue Meadow MUD No 2,Proposition B – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
Proposition B – Blue Meadow MUD No 2,Proposition B – Blue Meadow MUD No. 2.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – Blue Meadow MUD No 2,Proposition B – Blue Meadow MUD No. 2.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition C – Blue Meadow MUD No 2,Proposition C – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition C – Blue Meadow MUD No 2,Proposition C – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
Proposition C – Blue Meadow MUD No 2,Proposition C – Blue Meadow MUD No. 2.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – Blue Meadow MUD No 2,Proposition C – Blue Meadow MUD No. 2.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition D – Blue Meadow MUD No 2,Proposition D – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition D – Blue Meadow MUD No 2,Proposition D – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
Proposition D – Blue Meadow MUD No 2,Proposition D – Blue Meadow MUD No. 2.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – Blue Meadow MUD No 2,Proposition D – Blue Meadow MUD No. 2.3 - UNDER VOTES,UNDER VOTES,0,Colin
Proposition E – Blue Meadow MUD No 2,Proposition E – Blue Meadow MUD No. 2 - FOR,FOR,1,Colin
Proposition E – Blue Meadow MUD No 2,Proposition E – Blue Meadow MUD No. 2.1 - AGAINST,AGAINST,0,Colin
